seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
21,S100PFLZ,E12460,,7010001054021,野村アセットマネジメント株式会社,G04420,030,07A000,120,2021-10-12,2022-10-11,2022-12-26 09:02,有価証券報告書（内国投資信託受益証券）－第18期(令和3年10月12日－令和4年10月11日),,,,,,,0,0,0,1,1,1,0
22,S100PUI6,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G03547,030,995000,180,,,2022-12-26 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
23,S100PDX3,E12473,,4010001031576,ＵＢＳアセット・マネジメント株式会社,G07622,030,07A000,120,2021-09-28,2022-09-26,2022-12-26 09:02,有価証券報告書（内国投資信託受益証券）－第13期(令和3年9月28日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
24,S100PTIM,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11923,030,07A000,120,2021-09-28,2022-09-26,2022-12-26 09:03,有価証券報告書（内国投資信託受益証券）－第7期(令和3年9月28日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
25,S100PTJC,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13104,030,07A000,120,2021-09-28,2022-09-26,2022-12-26 09:03,有価証券報告書（内国投資信託受益証券）－第4期(令和3年9月28日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
26,S100PTJ1,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12092,030,07A000,120,2022-03-26,2022-09-26,2022-12-26 09:03,有価証券報告書（内国投資信託受益証券）－第24期(令和4年3月26日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
27,S100PDX4,E12473,,4010001031576,ＵＢＳアセット・マネジメント株式会社,G07622,030,04A000,030,,,2022-12-26 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
28,S100PPY7,E12492,,3010001124868,ＨＳＢＣアセットマネジメント株式会社,G04578,030,07A000,120,2021-09-30,2022-09-29,2022-12-26 09:03,有価証券報告書（内国投資信託受益証券）－第17期(令和3年9月30日－令和4年9月29日),,,,,,,0,0,0,1,1,1,0
29,S100PTJA,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13104,030,04A000,030,,,2022-12-26 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
30,S100PTIY,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12092,030,04A000,030,,,2022-12-26 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
31,S100PV54,E02075,67310,6120001106530,株式会社ピクセラ,,010,042000,135,,,2022-12-26 09:03,確認書,,,,,,,0,0,0,0,1,0,0
32,S100PFM9,E12460,,7010001054021,野村アセットマネジメント株式会社,G13390,030,04A000,030,,,2022-12-26 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
33,S100PDX5,E12473,,4010001031576,ＵＢＳアセット・マネジメント株式会社,G13141,030,07A000,120,2022-03-26,2022-09-26,2022-12-26 09:04,有価証券報告書（内国投資信託受益証券）－第8期(令和4年3月26日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
34,S100PS67,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G08665,030,04A000,030,,,2022-12-26 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
35,S100PTJ9,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12669,030,07A000,120,2021-09-25,2022-09-26,2022-12-26 09:04,有価証券報告書（内国投資信託受益証券）－第5期(令和3年9月25日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
36,S100PDX6,E12473,,4010001031576,ＵＢＳアセット・マネジメント株式会社,G13141,030,04A000,030,,,2022-12-26 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
37,S100PTJ8,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12669,030,04A000,030,,,2022-12-26 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
38,S100PTZ7,E06748,,2010001049257,大和アセットマネジメント株式会社,G04971,030,995000,180,,,2022-12-26 09:04,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
39,S100PFM8,E12460,,7010001054021,野村アセットマネジメント株式会社,G13390,030,07A000,120,2021-10-09,2022-10-11,2022-12-26 09:05,有価証券報告書（内国投資信託受益証券）－第4期(令和3年10月9日－令和4年10月11日),,,,,,,0,0,0,1,1,1,0
40,S100PV59,E02075,67310,6120001106530,株式会社ピクセラ,,015,010000,235,,,2022-12-26 09:05,内部統制報告書－第41期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,0,0
41,S100PTIL,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11923,030,04A000,030,,,2022-12-26 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
42,S100PDX8,E12473,,4010001031576,ＵＢＳアセット・マネジメント株式会社,G13554,030,07A000,120,2021-09-28,2022-09-26,2022-12-26 09:05,有価証券報告書（内国投資信託受益証券）－第3期(令和3年9月28日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
43,S100PRY8,E31744,,5010001076579,株式会社ＧＣＩアセット・マネジメント,G11267,030,04A000,030,,,2022-12-26 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
44,S100PRQK,E27917,,3010001124760,ファイブスター投信投資顧問株式会社,G12829,030,07A000,120,2022-03-26,2022-09-26,2022-12-26 09:05,有価証券報告書（内国投資信託受益証券）－第43期(令和4年3月26日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
45,S100PTZ9,E06748,,2010001049257,大和アセットマネジメント株式会社,G04994,030,995000,180,,,2022-12-26 09:05,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
46,S100PTY2,E04742,,8230001008978,ゴールドウイン開発株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-26 09:05,半期報告書－第35期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
47,S100PDX9,E12473,,4010001031576,ＵＢＳアセット・マネジメント株式会社,G13554,030,04A000,030,,,2022-12-26 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
48,S100PPY5,E12492,,3010001124868,ＨＳＢＣアセットマネジメント株式会社,G05296,030,04A000,030,,,2022-12-26 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
49,S100POBC,E12441,,3010001062358,岡三アセットマネジメント株式会社,G10905,030,995000,180,,,2022-12-26 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
50,S100PTZA,E06748,,2010001049257,大和アセットマネジメント株式会社,G05046,030,995000,180,,,2022-12-26 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
51,S100PUHT,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12038,030,995000,180,,,2022-12-26 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
52,S100PTWH,E14843,,,グローバル・ファンズ・マネジメント・エス・エー,G06117,030,07C000,120,2021-07-01,2022-06-30,2022-12-26 09:07,有価証券報告書（外国投資信託受益証券）－第19期(令和3年7月1日－令和4年6月30日),,,,,,,0,0,0,0,1,1,0
53,S100PPY6,E12492,,3010001124868,ＨＳＢＣアセットマネジメント株式会社,G05296,030,10A000,160,2022-03-30,2023-03-29,2022-12-26 09:08,半期報告書（内国投資信託受益証券）－第16期(令和4年3月30日－令和5年3月29日),,,,,,,0,0,0,1,1,0,0
54,S100PTFK,E12437,,8010001011855,パインブリッジ・インベストメンツ株式会社,G13662,030,995000,180,,,2022-12-26 09:08,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
55,S100PTIG,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11880,030,07A000,120,2022-03-29,2022-09-26,2022-12-26 09:08,有価証券報告書（内国投資信託受益証券）－第24期(令和4年3月29日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
56,S100PTWK,E14843,,,グローバル・ファンズ・マネジメント・エス・エー,G06117,030,04C000,030,,,2022-12-26 09:08,有価証券届出書（外国投資信託受益証券）,,,,,,,0,0,0,0,1,1,0
57,S100PRQ4,E27917,,3010001124760,ファイブスター投信投資顧問株式会社,G12829,030,04A000,030,,,2022-12-26 09:08,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
58,S100PTIC,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11834,030,07A000,120,2022-03-26,2022-09-26,2022-12-26 09:09,有価証券報告書（内国投資信託受益証券）－第36期(令和4年3月26日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
59,S100POBD,E12441,,3010001062358,岡三アセットマネジメント株式会社,G11416,030,995000,180,,,2022-12-26 09:09,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
60,S100PTIE,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11880,030,04A000,030,,,2022-12-26 09:10,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
61,S100PV6I,E04919,96000,7020001030145,株式会社アイネット,,010,030001,130,,,2022-12-26 09:10,訂正有価証券報告書－第51期(令和3年4月1日－令和4年3月31日),,,,,S100OB5Z,,0,0,0,1,1,0,0
62,S100PR0A,E03928,,6080401001666,ＫＯＮＯＩＫＥ　Ｃｏ．株式会社,,010,030000,120,2021-10-01,2022-09-30,2022-12-26 09:10,有価証券報告書－第19期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,1,0
63,S100PV6W,E04919,96000,7020001030145,株式会社アイネット,,010,042001,136,,,2022-12-26 09:10,訂正確認書,,,,,S100OB6A,,0,2,0,0,1,0,0
64,S100PTIB,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11834,030,04A000,030,,,2022-12-26 09:11,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
65,S100PSKY,E12566,,2010001066780,イーストスプリング・インベストメンツ株式会社,G04137,030,07A000,120,2021-10-01,2022-09-30,2022-12-26 09:11,有価証券報告書（内国投資信託受益証券）－第18期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,1,0
66,S100PPXY,E12492,,3010001124868,ＨＳＢＣアセットマネジメント株式会社,G04848,030,04A000,030,,,2022-12-26 09:11,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
67,S100PTIP,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11943,030,07A000,120,2021-09-25,2022-09-26,2022-12-26 09:12,有価証券報告書（内国投資信託受益証券）－第24期(令和3年9月25日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
68,S100PV38,E04127,,2210001011931,福井鉄道株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-26 09:12,半期報告書－第108期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
69,S100PTIN,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11943,030,04A000,030,,,2022-12-26 09:12,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
70,S100PTIK,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11907,030,07A000,120,2021-09-28,2022-09-26,2022-12-26 09:13,有価証券報告書（内国投資信託受益証券）－第9期(令和3年9月28日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
71,S100PPXW,E12492,,3010001124868,ＨＳＢＣアセットマネジメント株式会社,G04848,030,10A000,160,2022-03-31,2023-03-30,2022-12-26 09:13,半期報告書（内国投資信託受益証券）－第17期(令和4年3月31日－令和5年3月30日),,,,,,,0,0,0,1,1,0,0
72,S100PONV,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G01443,030,04A000,030,,,2022-12-26 09:14,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
73,S100PSL2,E12566,,2010001066780,イーストスプリング・インベストメンツ株式会社,G04137,030,04A000,030,,,2022-12-26 09:15,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
74,S100PTIH,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11907,030,04A000,030,,,2022-12-26 09:15,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
75,S100PV3H,E01099,,3030001058882,株式会社東洋クオリティワン,,010,050000,160,2022-04-01,2023-03-31,2022-12-26 09:15,半期報告書－第110期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
76,S100PONW,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G01443,030,07A000,120,2022-03-29,2022-09-27,2022-12-26 09:16,有価証券報告書（内国投資信託受益証券）－第44期(令和4年3月29日－令和4年9月27日),,,,,,,0,0,0,1,1,1,0
77,S100PTJ5,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12658,030,07A000,120,2022-03-24,2022-09-26,2022-12-26 09:16,有価証券報告書（内国投資信託受益証券）－第10期(令和4年3月24日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
78,S100PV2I,E21970,,,ＵＴＩインターナショナル（シンガポール）・プライベート・リミテッド,G07264,030,10C000,160,2022-04-01,2023-03-31,2022-12-26 09:16,半期報告書（外国投資信託受益証券）－第15期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,0,1,1,0
79,S100PV2J,E21970,,,ＵＴＩインターナショナル（シンガポール）・プライベート・リミテッド,G07264,030,04C001,040,,,2022-12-26 09:17,訂正有価証券届出書（外国投資信託受益証券）,,,,,S100P8Z0,,0,0,0,0,1,0,0
80,S100PUHO,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G09274,030,995000,180,,,2022-12-26 09:18,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
81,S100PTBD,E32444,,4010001170135,マネックス・アセットマネジメント株式会社,G11748,030,04A000,030,,,2022-12-26 09:18,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
82,S100PUMF,E12492,,3010001124868,ＨＳＢＣアセットマネジメント株式会社,G12933,030,995000,180,,,2022-12-26 09:19,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
83,S100PTJ4,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12658,030,04A000,030,,,2022-12-26 09:19,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
84,S100PVI9,E34148,70340,3010401075612,株式会社プロレド・パートナーズ,,010,053000,180,,,2022-12-26 09:20,臨時報告書,,,,第19条第2項第9号の4,,,0,0,0,1,1,0,0
85,S100PUHP,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11828,030,995000,180,,,2022-12-26 09:20,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
86,S100PUS6,E13343,,8010001040648,ＢＮＹメロン・インベストメント・マネジメント・ジャパン株式会社,G05366,030,995000,180,,,2022-12-26 09:20,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
87,S100PUSC,E13343,,8010001040648,ＢＮＹメロン・インベストメント・マネジメント・ジャパン株式会社,G14354,030,995000,180,,,2022-12-26 09:21,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
88,S100PUHR,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11833,030,995000,180,,,2022-12-26 09:22,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
89,S100PUSG,E13343,,8010001040648,ＢＮＹメロン・インベストメント・マネジメント・ジャパン株式会社,G14353,030,995000,180,,,2022-12-26 09:22,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
90,S100PS7L,E32444,,4010001170135,マネックス・アセットマネジメント株式会社,G11748,030,07A000,120,2022-03-26,2022-09-26,2022-12-26 09:23,有価証券報告書（内国投資信託受益証券）－第13期(令和4年3月26日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
91,S100PUHS,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11857,030,995000,180,,,2022-12-26 09:24,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
92,S100PUHU,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13774,030,995000,180,,,2022-12-26 09:25,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
93,S100PS5Z,E32444,,4010001170135,マネックス・アセットマネジメント株式会社,G11749,030,04A000,030,,,2022-12-26 09:26,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
94,S100PPT4,E26704,,6010001141324,カレラアセットマネジメント株式会社,G11582,030,04A001,040,,,2022-12-26 09:29,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O5NI,,0,0,0,1,1,1,0
95,S100PS8B,E32444,,4010001170135,マネックス・アセットマネジメント株式会社,G11749,030,07A000,120,2022-03-26,2022-09-26,2022-12-26 09:29,有価証券報告書（内国投資信託受益証券）－第13期(令和4年3月26日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
96,S100PPT3,E26704,,6010001141324,カレラアセットマネジメント株式会社,G11582,030,07A000,120,2022-03-26,2022-09-26,2022-12-26 09:30,有価証券報告書（内国投資信託受益証券）－第13期(令和4年3月26日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
97,S100PVCN,E30836,36900,3120001104842,株式会社イルグルム,,010,053000,180,,,2022-12-26 09:30,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
98,S100PPT8,E26704,,6010001141324,カレラアセットマネジメント株式会社,G10912,030,04A001,040,,,2022-12-26 09:31,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O5NK,,0,0,0,1,1,1,0
99,S100PUV2,E14843,,,グローバル・ファンズ・マネジメント・エス・エー,G10558,030,07C000,120,2021-07-01,2022-06-30,2022-12-26 09:32,有価証券報告書（外国投資信託受益証券）－第8期(令和3年7月1日－令和4年6月30日),,,,,,,0,0,0,0,1,1,0
100,S100PPT7,E26704,,6010001141324,カレラアセットマネジメント株式会社,G10912,030,07A000,120,2022-03-26,2022-09-26,2022-12-26 09:32,有価証券報告書（内国投資信託受益証券）－第15期(令和4年3月26日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
101,S100PV51,E33958,,2010001185795,ティー・ロウ・プライス・ジャパン株式会社,G14631,030,995000,180,,,2022-12-26 09:33,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
102,S100PUUV,E14843,,,グローバル・ファンズ・マネジメント・エス・エー,G10558,030,04C000,030,,,2022-12-26 09:33,有価証券届出書（外国投資信託受益証券）,,,,,,,0,0,0,0,1,1,0
103,S100PSFZ,E32444,,4010001170135,マネックス・アセットマネジメント株式会社,G11750,030,04A000,030,,,2022-12-26 09:33,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
104,S100PUQI,E04526,,5350001001692,宮崎瓦斯株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-26 09:34,半期報告書－第131期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
105,S100PV58,E33958,,2010001185795,ティー・ロウ・プライス・ジャパン株式会社,G13426,030,995000,180,,,2022-12-26 09:35,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
106,S100PSG8,E32444,,4010001170135,マネックス・アセットマネジメント株式会社,G11750,030,07A000,120,2022-03-26,2022-09-26,2022-12-26 09:36,有価証券報告書（内国投資信託受益証券）－第13期(令和4年3月26日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
107,S100PVIH,E04667,,6500001002831,道後観光ゴルフ株式会社,,010,030000,120,2021-10-01,2022-09-30,2022-12-26 09:36,有価証券報告書－第55期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,1,0
108,S100PT96,E32444,,4010001170135,マネックス・アセットマネジメント株式会社,G11751,030,04A000,030,,,2022-12-26 09:38,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
109,S100PUJP,E15194,,,リンク・アセット・マネジメント・リミテッド,G06303,030,10C000,160,2022-04-01,2023-03-31,2022-12-26 09:39,半期報告書（外国投資信託受益証券）－第18期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,0,1,1,0
110,S100PU2Y,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G14507,030,10A000,160,2022-03-28,2023-03-10,2022-12-26 09:40,半期報告書（内国投資信託受益証券）－第1期(令和4年3月28日－令和5年3月10日),,,,,,,0,0,0,1,1,0,0
111,S100PT98,E32444,,4010001170135,マネックス・アセットマネジメント株式会社,G11751,030,07A000,120,2022-03-26,2022-09-26,2022-12-26 09:41,有価証券報告書（内国投資信託受益証券）－第13期(令和4年3月26日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
112,S100PU3D,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G14507,030,04A001,040,,,2022-12-26 09:41,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100NM4O,,0,0,0,1,1,0,0
113,S100PUVO,E14843,,,グローバル・ファンズ・マネジメント・エス・エー,G13105,030,07C000,120,2021-07-01,2022-06-30,2022-12-26 09:43,有価証券報告書（外国投資信託受益証券）－第4期(令和3年7月1日－令和4年6月30日),,,,,,,0,0,0,0,1,1,0
114,S100PUVB,E14843,,,グローバル・ファンズ・マネジメント・エス・エー,G13105,030,04C000,030,,,2022-12-26 09:45,有価証券届出書（外国投資信託受益証券）,,,,,,,0,0,0,0,1,1,0
115,S100PULL,E04386,,5220001006440,北陸放送株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-26 09:47,半期報告書－第94期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
