法人番号,法人名,法人名ふりがな,法人名英語,本店所在地
9010001061924,日本瓦斯株式会社,にっぽんがす,,東京都渋谷区代々木４丁目３１番８号
2290001017525,ロイヤルホールディングス株式会社,ろいやるほーるでぃんぐす,,福岡県福岡市博多区那珂３丁目２８番５号
5010501016225,株式会社東天紅,とうてんこう,,東京都台東区池之端１丁目４番１号
2012801000159,株式会社いなげや,いなげや,,東京都立川市栄町６丁目１番地の１
1011301004381,株式会社チヨダ,ちよだ,,東京都杉並区荻窪４丁目３０番１６号
9010001060208,株式会社ライフコーポレーション,らいふこーぽれーしょん,,大阪府大阪市淀川区西宮原２丁目２番２２号
1080101006499,マックスバリュ東海株式会社,まっくすばりゅとうかい,,静岡県浜松市東区篠ケ瀬町１２９５番地１
5310001001011,株式会社リンガーハット,りんがーはっと,,長崎県長崎市鍛冶屋町６番５０号
7010401099079,ラオックスホールディングス株式会社,らおっくすほーるでぃんぐす,,東京都港区虎ノ門４丁目３番１号
3290001004134,株式会社ミスターマックス・ホールディングス,みすたーまっくすほーるでぃんぐす,,福岡県福岡市東区松田１丁目５番７号
3010001051286,テンアライド株式会社,てんあらいど,,東京都目黒区鷹番２丁目１６番１８号（Ｋビル）
7080101008234,株式会社エンチョー,えんちょー,,静岡県富士市中央町２丁目１２番１２号
9122001015873,株式会社フレンドリー,ふれんどりー,,大阪府大東市寺川３丁目１２番１号
5020001091635,株式会社ＡＯＫＩホールディングス,あおきほーるでぃんぐす,,神奈川県横浜市都筑区葛が谷６番５６号
5010001041228,株式会社銀座山形屋,ぎんざやまがたや,,東京都中央区湊２丁目４番１号
2170001002092,株式会社オークワ,おーくわ,,和歌山県和歌山市中島１８５番地の３
9110001002050,株式会社コメリ,こめり,,新潟県新潟市南区清水４５０１番地１
1240001029674,青山商事株式会社,あおやましょうじ,,広島県福山市王子町１丁目３番５号
9100001001862,株式会社タカチホ,たかちほ,,長野県長野市大字大豆島５８８８番地
8011101022577,株式会社理経,りけい,,東京都新宿区西新宿３丁目２番１１号
6030001004272,株式会社しまむら,しまむら,,埼玉県さいたま市大宮区北袋町１丁目６０２番１号
3290001015800,株式会社はせがわ,はせがわ,,福岡県福岡市博多区上川端町１２番１９２号
5120001077467,株式会社高島屋,たかしまや,,大阪府大阪市中央区難波５丁目１番５号
1010001034945,株式会社松屋,まつや,,東京都中央区銀座３丁目６番１号
1120001059683,エイチ・ツー・オーリテイリング株式会社,えいちつーおーりていりんぐ,,大阪府大阪市北区角田町８番７号
3120001098201,株式会社近鉄百貨店,きんてつひゃっかてん,,大阪府大阪市阿倍野区阿倍野筋１丁目１番４３号
6220001003957,株式会社大和,だいわ,,石川県金沢市片町２丁目２番５号
9011201005150,株式会社丸井グループ,まるいぐるーぷ,,東京都中野区中野４丁目３番２号
2013301002884,株式会社クレディセゾン,くれでぃせぞん,,東京都豊島区東池袋３丁目１番１号
3020001074170,株式会社さいか屋,さいかや,,神奈川県川崎市川崎区日進町１番地
9110001023311,アクシアルリテイリング株式会社,あくしあるりていりんぐ,,新潟県長岡市中興野１８番地２
5120001089000,株式会社プロルート丸光,ぷろるーとまるみつ,,大阪府大阪市中央区北久宝寺町２丁目１番３号
7290801000329,株式会社井筒屋,いづつや,,福岡県北九州市小倉北区船場町１番１号
6040001003380,イオン株式会社,いおん,,千葉県千葉市美浜区中瀬１丁目５番地１
8240001000777,株式会社イズミ,いずみ,,広島県広島市東区二葉の里３丁目３番１号
4011001025865,株式会社フォーバル,ふぉーばる,,東京都渋谷区神宮前５丁目５２番２号
3160001008726,株式会社平和堂,,,滋賀県彦根市西今町１番地
9500001003505,株式会社フジ,ふじ,,愛媛県松山市宮西１丁目２番１号
4030001055722,株式会社ヤオコー,やおこー,,埼玉県川越市新宿町１丁目１０番地１
1380001005620,ゼビオホールディングス株式会社,ぜびおほーるでぃんぐす,,福島県郡山市朝日３丁目７番３５号
6050001000897,株式会社ケーズホールディングス,けーずほーるでぃんぐす,,茨城県水戸市城南２丁目７番５号
2120001077528,株式会社ＰＡＬＴＡＣ,ぱるたっく,,大阪府大阪市中央区本町橋２番４６号
5220001006845,三谷産業株式会社,みたにさんぎょう,,石川県金沢市玉川町１番５号
2012801000308,株式会社Ｏｌｙｍｐｉｃグループ,おりんぴっくぐるーぷ,,東京都国分寺市本町４丁目１２番１号
4010701012495,日産東京販売ホールディングス株式会社,にっさんとうきょうはんばいほーるでぃんぐす,,東京都品川区西五反田４丁目３２番１号
9010001016861,株式会社あおぞら銀行,あおぞらぎんこう,"Aozora Bank, Ltd.",東京都千代田区麹町６丁目１番地１
4010001073486,株式会社三菱ＵＦＪフィナンシャル・グループ,みつびしゆーえふじぇいふぃなんしゃるぐるーぷ,,東京都千代田区丸の内２丁目７番１号
5010601039654,株式会社りそなホールディングス,りそなほーるでぃんぐす,,東京都江東区木場１丁目５番６５号
9010001139555,三井住友トラスト・ホールディングス株式会社,みついすみともとらすとほーるでぃんぐす,,東京都千代田区丸の内１丁目４番１号
2010001081053,株式会社三井住友フィナンシャルグループ,みついすみともふぃなんしゃるぐるーぷ,"Sumitomo Mitsui Financial Group, Inc.",東京都千代田区丸の内１丁目１番２号
2040001000019,株式会社千葉銀行,ちばぎんこう,,千葉県千葉市中央区千葉港１番２号
3070001003513,株式会社群馬銀行,ぐんまぎんこう,,群馬県前橋市元総社町１９４番地
6030001002490,株式会社武蔵野銀行,むさしのぎんこう,,埼玉県さいたま市大宮区桜木町１丁目１０番地８
9040001000020,株式会社千葉興業銀行,ちばこうぎょうぎんこう,,千葉県千葉市美浜区幸町２丁目１番２号
4050001009057,株式会社筑波銀行,つくばぎんこう,,茨城県土浦市中央２丁目１１番７号
1370001003352,株式会社七十七銀行,,,宮城県仙台市青葉区中央３丁目３番２０号
1410001000221,株式会社秋田銀行,あきたぎんこう,,秋田県秋田市山王３丁目２番１号
5390001002010,株式会社山形銀行,やまがたぎんこう,,山形県山形市七日町３丁目１番２号
7400001000423,株式会社岩手銀行,いわてぎんこう,,岩手県盛岡市中央通１丁目２番３号
9380001001018,株式会社東邦銀行,とうほうぎんこう,,福島県福島市大町３番２５号
7400001001891,株式会社東北銀行,とうほくぎんこう,,岩手県盛岡市内丸３番１号
9290001028986,株式会社ふくおかフィナンシャルグループ,,,福岡県福岡市中央区大手門１丁目８番３号
9080101000957,スルガ銀行株式会社,するがぎんこう,,静岡県沼津市通横町２３番地
3100001002833,株式会社八十二銀行,はちじゅうにぎんこう,,長野県長野市大字中御所字岡田１７８番地８
3090001002315,株式会社山梨中央銀行,やまなしちゅうおうぎんこう,,山梨県甲府市丸の内１丁目２０番８号
7200001013379,株式会社大垣共立銀行,おおがききょうりつぎんこう,,岐阜県大垣市郭町３丁目９８番地
9210001003641,株式会社福井銀行,ふくいぎんこう,,福井県福井市順化１丁目１番１号
8080001001858,株式会社清水銀行,しみずぎんこう,,静岡県静岡市清水区富士見町２番１号
9230001011196,株式会社富山銀行,とやまぎんこう,,富山県高岡市下関町３番１号
6160001000993,株式会社滋賀銀行,,,滋賀県大津市浜町１番３８号
5150001001622,株式会社南都銀行,なんとぎんこう,,奈良県奈良市橋本町１６番地
5190001000892,株式会社百五銀行,ひゃくごぎんこう,,三重県津市岩田２１番２７号
9170001000916,株式会社紀陽銀行,きようぎんこう,,和歌山県和歌山市本町１丁目３５番地
1230001004554,株式会社ほくほくフィナンシャルグループ,ほくほくふぃなんしゃるぐるーぷ,,富山県富山市堤町通り１丁目２番２６号
6280001000230,株式会社山陰合同銀行,さんいんごうどうぎんこう,,島根県松江市魚町１０番地
2270001000870,株式会社鳥取銀行,とっとりぎんこう,,鳥取県鳥取市永楽温泉町１７１番地
6470001000203,株式会社百十四銀行,ひゃくじゅうしぎんこう,,香川県高松市亀井町５番地の１
7490001000786,株式会社四国銀行,しこくぎんこう,,高知県高知市南はりまや町１丁目１番１号
5480001000070,株式会社阿波銀行,あわぎんこう,,徳島県徳島市西船場町２丁目２４番地の１
7320001000084,株式会社大分銀行,おおいたぎんこう,,大分県大分市府内町３丁目４番１号
4350001001677,株式会社宮崎銀行,みやざきぎんこう,,宮崎県宮崎市橘通東４丁目３番５号
9300001000183,株式会社佐賀銀行,さがぎんこう,,佐賀県佐賀市唐人２丁目７番２０号
6360001000404,株式会社琉球銀行,りゅうきゅうぎんこう,,沖縄県那覇市久茂地１丁目１１番１号
5010001073618,株式会社セブン銀行,せぶんぎんこう,,東京都千代田区丸の内１丁目６番１号
9010001081419,株式会社みずほフィナンシャルグループ,みずほふぃなんしゃるぐるーぷ,"Mizuho Financial Group, Inc.",東京都千代田区大手町１丁目５番５号
4490001000608,株式会社高知銀行,こうちぎんこう,,高知県高知市堺町２番２４号
5250001007270,株式会社山口フィナンシャルグループ,やまぐちふぃなんしゃるぐるーぷ,,山口県下関市竹崎町４丁目２番３６号
3010001028689,芙蓉総合リース株式会社,ふようそうごうりーす,,東京都千代田区麹町５丁目１番地１
3010401094447,みずほリース株式会社,みずほりーす,,東京都港区虎ノ門１丁目２番６号
6010401015821,東京センチュリー株式会社,とうきょうせんちゅりー,,東京都千代田区神田練塀町３番地
3130001022390,フューチャーベンチャーキャピタル株式会社,ふゅーちゃーべんちゃーきゃぴたる,,京都府京都市中京区烏丸通錦小路上る手洗水町６５９番地烏丸中央ビル
6010401045208,ＳＢＩホールディングス株式会社,えすびーあいほーるでぃんぐす,,東京都港区六本木１丁目６番１号
2010401094729,Ｊトラスト株式会社,じぇいとらすと,,東京都渋谷区恵比寿４丁目２０番３号
3010001034992,日本証券金融株式会社,にほんしょうけんきんゆう,,東京都中央区日本橋茅場町１丁目２番１０号
3130001000082,アイフル株式会社,あいふる,,京都府京都市下京区烏丸通五条上る高砂町３８１－１
6010001032820,日本アジア投資株式会社,にほんあじあとうし,,東京都千代田区九段北３丁目２番４号
8180001036398,株式会社名古屋銀行,なごやぎんこう,,愛知県名古屋市中区錦３丁目１９番１７号
8430001022711,株式会社北洋銀行,ほくようぎんこう,,北海道札幌市中央区大通西３丁目７番地
5110001022754,株式会社大光銀行,たいこうぎんこう,,新潟県長岡市大手通１丁目５番地６
2500001000005,株式会社愛媛銀行,えひめぎんこう,,愛媛県松山市勝山町２丁目１番地
7260001006096,株式会社トマト銀行,とまとぎんこう,,岡山県岡山市北区番町２丁目３番４号
5040001000008,株式会社京葉銀行,けいようぎんこう,,千葉県千葉市中央区富士見１丁目１１番１１号
5060001000014,株式会社栃木銀行,とちぎぎんこう,,栃木県宇都宮市西２丁目１番１８号
8400001001882,株式会社北日本銀行,きたにっぽんぎんこう,,岩手県盛岡市中央通１丁目６番７号
2070001003514,株式会社東和銀行,とうわぎんこう,,群馬県前橋市本町２丁目１２番６号
4380001001393,株式会社福島銀行,ふくしまぎんこう,,福島県福島市万世町２番５号
7380001005689,株式会社大東銀行,だいとうぎんこう,,福島県郡山市中町１９番１号
7010601037788,リコーリース株式会社,りこーりーす,,東京都千代田区紀尾井町４番１号
2010001010887,イオンフィナンシャルサービス株式会社,いおんふぃなんしゃるさーびす,,東京都千代田区神田錦町１丁目１番地
6010001023778,アコム株式会社,あこむ,,東京都港区東新橋１丁目９番１号
2440001001001,株式会社ジャックス,じゃっくす,,北海道函館市若松町２番５号
9010001070784,株式会社オリエントコーポレーション,おりえんとこーぽれーしょん,,東京都千代田区麹町５丁目２番地１
8010401006942,オリックス株式会社,おりっくす,,東京都港区浜松町２丁目４番１号
4010001049866,三菱ＨＣキャピタル株式会社,みつびしえいちしーきゃぴたる,,東京都千代田区丸の内１丁目５番１号
9010001019930,ジャフコグループ株式会社,じゃふこぐるーぷ,,東京都港区虎ノ門１丁目２３番１号
2290001012609,株式会社九州リースサービス,きゅうしゅうりーすさーびす,,福岡県福岡市博多区博多駅前４丁目３番１８号
5470001011928,トモニホールディングス株式会社,ともにほーるでぃんぐす,,香川県高松市亀井町７番地１
4010001008855,株式会社大和証券グループ本社,,,東京都千代田区丸の内１丁目９番１号
7010001034881,野村ホールディングス株式会社,のむらほーるでぃんぐす,"Nomura Holdings, Inc.",東京都中央区日本橋１丁目１３番１号
1010001034747,株式会社岡三証券グループ,おかさんしょうけんぐるーぷ,,東京都中央区日本橋１丁目１７番６号
1010001057236,丸三証券株式会社,まるさんしょうけん,,東京都千代田区麹町３丁目３番６
7010001051893,東洋証券株式会社,とうようしょうけん,,東京都中央区八丁堀４丁目７番１号
1010001034202,東海東京フィナンシャル・ホールディングス株式会社,とうかいとうきょうふぃなんしゃるほーるでぃんぐす,,東京都中央区日本橋２丁目５番１号
6120001077409,光世証券株式会社,こうせいしょうけん,,大阪府大阪市中央区北浜２丁目１番１０号
6010001058238,水戸証券株式会社,みとしょうけん,,東京都文京区小石川１丁目１番１号
7010001036845,いちよし証券株式会社,いちよししょうけん,,東京都中央区日本橋茅場町１丁目５番８号
2010001057425,松井証券株式会社,まついしょうけん,,東京都千代田区麹町１丁目４番地
9011101055980,ＳＯＭＰＯホールディングス株式会社,そんぽほーるでぃんぐす,"Sompo Holdings, Inc.",東京都新宿区西新宿１丁目２６番１号
9120001098575,株式会社日本取引所グループ,にっぽんとりひきじょぐるーぷ,,東京都中央区日本橋兜町２番１号
8010001089066,マネックスグループ株式会社,まねっくすぐるーぷ,,東京都港区赤坂１丁目１２番３２号
4011101034411,ＨＳホールディングス株式会社,えいちえすほーるでぃんぐす,,東京都港区虎ノ門５丁目１１番１号
7180001040756,丸八証券株式会社,まるはちしょうけん,,愛知県名古屋市中区新栄町２丁目４番地
5010401039284,トレイダーズホールディングス株式会社,とれいだーずほーるでぃんぐす,,東京都渋谷区恵比寿４丁目２０番３号恵比寿ガーデンプレイスタワー
4120001110534,日産証券グループ株式会社,にっさんしょうけんぐるーぷ,,東京都中央区銀座６丁目１０番１号
2010001041478,極東証券株式会社,きょくとうしょうけん,"Kyokuto Securities Co., Ltd.",東京都中央区日本橋茅場町１丁目４番７号
3120001074788,岩井コスモホールディングス株式会社,いわいこすもほーるでぃんぐす,,大阪府大阪市中央区今橋１丁目８番１２号
5010001036574,アイザワ証券グループ株式会社,あいざわしょうけんぐるーぷ,,東京都港区東新橋１丁目９番１号
4370001018694,フィデアホールディングス株式会社,ふぃであほーるでぃんぐす,,宮城県仙台市青葉区中央３丁目１番２４号
1120001140303,株式会社池田泉州ホールディングス,いけだせんしゅうほーるでぃんぐす,,大阪府大阪市北区茶屋町１８番１４号
7011101038616,アニコムホールディングス株式会社,あにこむほーるでぃんぐす,,東京都新宿区西新宿８丁目１７番１号住友不動産新宿グランドタワー３９階
4010001116542,ＭＳ＆ＡＤインシュアランスグループホールディングス株式会社,えむえすあんどえいでぃーいんしゅあらんすぐるーぷほーるでぃんぐす,,東京都中央区新川２丁目２７番２号
2010401057917,株式会社マネーパートナーズグループ,まねーぱーとなーずぐるーぷ,,東京都港区六本木３丁目２番１号
4010001134040,株式会社あかつき本社,あかつきほんしゃ,,東京都中央区日本橋小舟町８番１号
4010701012248,スパークス・グループ株式会社,すぱーくすぐるーぷ,,東京都港区港南１丁目２番７０号品川シーズンテラス
5010001043372,株式会社小林洋行,こばやしようこう,,東京都中央区日本橋蛎殻町１丁目１５番７号
2011001013038,第一商品株式会社,だいいちしょうひん,,東京都渋谷区神泉町９番１号
6010001059649,豊トラスティ証券株式会社,ゆたかとらすてぃしょうけん,,東京都中央区日本橋蛎殻町１丁目１６番１２号
8010001131752,第一生命ホールディングス株式会社,だいいちせいめいほーるでぃんぐす,,東京都千代田区有楽町１丁目１３番１号
7010001078061,東京海上ホールディングス株式会社,とうきょうかいじょうほーるでぃんぐす,,東京都千代田区大手町２丁目６番４号
8013201007846,株式会社アドバンテッジリスクマネジメント,あどばんてっじりすくまねじめんと,,東京都目黒区上目黒２丁目１番１号
1011001047318,イー・ギャランティ株式会社,いーぎゃらんてぃ,,東京都港区赤坂５丁目３番１号
6011001044302,株式会社アサックス,あさっくす,,東京都渋谷区広尾１丁目３番１４号
9010401047481,ＧＦＡ株式会社,じーえふえー,,東京都港区南青山２丁目２番１５号
7010401025761,フィンテックグローバル株式会社,ふぃんてっくぐろーばる,,東京都品川区上大崎３丁目１番１号目黒セントラルスクエア１５階
8010401021784,ＮＥＣキャピタルソリューション株式会社,えぬいーしーきゃぴたるそりゅーしょん,,東京都港区港南２丁目１５番３号
2010401063502,株式会社Ｔ＆Ｄホールディングス,てぃーあんどでぃーほーるでぃんぐす,,東京都中央区日本橋２丁目７番１号
9120001073842,株式会社アドバンスクリエイト,あどばんすくりえいと,,大阪府大阪市中央区瓦町３丁目５番７号
6010001034957,三井不動産株式会社,みついふどうさん,,東京都中央区日本橋室町２丁目１番１号
2010001008774,三菱地所株式会社,みつびしじしょ,,東京都千代田区大手町１丁目１番１号
1010001034920,平和不動産株式会社,へいわふどうさん,,東京都中央区日本橋兜町１番１０号
6010001034998,東京建物株式会社,とうきょうたてもの,,東京都中央区八重洲１丁目９番９号
6120001078852,京阪神ビルディング株式会社,けいはんしんびるでぃんぐ,,大阪府大阪市中央区瓦町４丁目２番１４号
8011101010739,住友不動産株式会社,すみともふどうさん,,東京都新宿区西新宿２丁目４番１号
8010501031238,太平洋興発株式会社,たいへいようこうはつ,,東京都台東区元浅草２丁目６番７号
8010001128641,株式会社ＲＩＳＥ,らいず,,東京都港区西新橋３丁目１６番１１号
1010701006145,株式会社テーオーシー,てーおーしー,,東京都品川区西五反田７丁目２２番１７号
6010601012585,株式会社東京楽天地,とうきょうらくてんち,,東京都墨田区江東橋４丁目２７番１４号
2010401094621,株式会社コスモスイニシア,こすもすいにしあ,,東京都港区芝５丁目３４番６号
3011201000900,株式会社レオパレス２１,れおぱれすにじゅういち,,東京都中野区本町２丁目５４番１１号
9010001095583,スターツコーポレーション株式会社,すたーつこーぽれーしょん,,東京都中央区日本橋３丁目４番１０号
3120001068534,株式会社日住サービス,にちじゅうさーびす,,兵庫県神戸市中央区三宮町１丁目２番１号
1120101037457,フジ住宅株式会社,ふじじゅうたく,,大阪府岸和田市土生町１丁目４番２３号
8010801003218,空港施設株式会社,くうこうしせつ,,東京都大田区羽田空港１丁目６番５号第五綜合ビル
2011001023094,明和地所株式会社,めいわじしょ,,東京都渋谷区神泉町９番６号明和地所渋谷神泉ビル
7010001076791,株式会社ゴールドクレスト,ごーるどくれすと,,東京都千代田区大手町２丁目１番１号
9011101016891,株式会社リログループ,りろぐるーぷ,,東京都新宿区新宿４丁目３番２３号
4120001072725,エスリード株式会社,えすりーど,,大阪府大阪市福島区福島６丁目２５番１９号
9011101015869,株式会社日神グループホールディングス,にっしんぐるーぷほーるでぃんぐす,,東京都新宿区新宿５丁目８番１号
4180001016164,株式会社ウッドフレンズ,うっどふれんず,,愛知県名古屋市中区栄４丁目５番３号
3030001038249,リベレステ株式会社,りべれすて,,埼玉県草加市金明町３８９番地１
4010001078337,ＡＰＡＭＡＮ株式会社,あぱまん,,東京都千代田区丸の内１丁目８番１号丸の内トラストタワーＮ館
5010001114702,株式会社レーサム,れーさむ,,東京都千代田区霞が関３丁目２番１号
7180001049070,ＡＭＧホールディングス株式会社,えーえむじーほーるでぃんぐす,,愛知県名古屋市中区錦３丁目１０番３２号
8010001067609,株式会社日本エスコン,にほんえすこん,,東京都港区虎ノ門２丁目１０番４号
6011001065843,株式会社新日本建物,しんにほんたてもの,,東京都新宿区新宿４丁目３番１７号
8250001006187,株式会社ＲＥＶＯＬＵＴＩＯＮ,れぼりゅーしょん,,山口県下関市細江町２丁目２番１号
6011101042313,ＭＩＲＡＲＴＨホールディングス株式会社,みらーすほーるでぃんぐす,,東京都千代田区丸の内１丁目８番２号
4010401015815,株式会社センチュリー２１・ジャパン,せんちゅりーとぅえんてぃわんじゃぱん,,東京都港区北青山２丁目１２番１６号
7010401032337,株式会社サンウッド,さんうっど,,東京都港区虎ノ門３丁目２番２号
8180001036547,株式会社ＡＶＡＮＴＩＡ,あばんてぃあ,,愛知県名古屋市瑞穂区妙音通３丁目３１番地の１
5040001000461,イオンモール株式会社,いおんもーる,,千葉県千葉市美浜区中瀬１丁目５番地１
4010001002115,株式会社毎日コムネット,まいにちこむねっと,,東京都千代田区大手町２丁目１番１号
8013201016434,株式会社エリアクエスト,えりあくえすと,,東京都新宿区西新宿６丁目５番１号
4010001124347,エリアリンク株式会社,えりありんく,,東京都千代田区外神田４丁目１４番１号
8140001052787,ファースト住建株式会社,ふぁーすとじゅうけん,,兵庫県尼崎市東難波町５丁目６番９号
7020001031746,株式会社ランド,らんど,,神奈川県横浜市西区北幸２丁目８番２９号
6070001016685,株式会社カチタス,かちたす,,群馬県桐生市美原町４番２号
2180301013169,株式会社東祥,とうしょう,,愛知県安城市三河安城町１丁目１６番地５
8010401064940,トーセイ株式会社,とーせい,,東京都港区芝浦４丁目５番４号
9011101006414,株式会社アルデプロ,あるでぷろ,,東京都新宿区新宿３丁目１番２４号
1013201016399,株式会社明豊エンタープライズ,めいほうえんたーぷらいず,,東京都目黒区目黒２丁目１０番１１号
8470001000424,穴吹興産株式会社,あなぶきこうさん,,香川県高松市鍛冶屋町７番地１２
4010401087540,株式会社青山財産ネットワークス,あおやまざいさんねっとわーくす,,東京都港区赤坂８丁目４番１４号
9140001017079,和田興産株式会社,わだこうさん,,兵庫県神戸市中央区栄町通４丁目２番１３号
9010001063953,サンフロンティア不動産株式会社,さんふろんてぃあふどうさん,,東京都千代田区有楽町１丁目２番２号
1011101003369,株式会社ＦＪネクストホールディングス,えふじぇーねくすとほーるでぃんぐす,,東京都新宿区西新宿６丁目５番１号
7012801003743,グローム・ホールディングス株式会社,ぐろーむほーるでぃんぐす,,東京都港区赤坂１丁目１２番３２号
7011001032594,株式会社インテリックス,いんてりっくす,,東京都渋谷区渋谷２丁目１２番１９号
5010001031955,株式会社ランドビジネス,らんどびじねす,,東京都千代田区霞が関３丁目２番５号霞が関ビルディング
9011101027286,サンネクスタグループ株式会社,さんねくすたぐるーぷ,,東京都新宿区箪笥町３５番地
3020001016255,株式会社ＡＳＩＡＮ　ＳＴＡＲ,えいしあんすたー,,神奈川県横浜市西区高島２丁目６番３２号
6120101003859,株式会社誠建設工業,まことけんせつこうぎょう,,大阪府堺市中区福田４６番地
6120101025572,株式会社ハウスフリーダム,はうすふりーだむ,,大阪府松原市阿保４丁目１番３４号
2060001002178,グランディハウス株式会社,ぐらんでぃはうす,,栃木県宇都宮市大通り４丁目３番１８号
6010601014508,東武鉄道株式会社,とうぶてつどう,,東京都墨田区押上１丁目１番２号
7020001014874,相鉄ホールディングス株式会社,そうてつほーるでぃんぐす,,神奈川県横浜市西区北幸１丁目３番２３号
7011001016291,東急株式会社,とうきゅう,,東京都渋谷区南平台町５番６号
7010401009277,京浜急行電鉄株式会社,けいひんきゅうこうでんてつ,,神奈川県横浜市西区高島１丁目２番８号
1011001005060,小田急電鉄株式会社,おだきゅうでんてつ,,東京都渋谷区代々木２丁目２８番１２号
3011101005999,京王電鉄株式会社,けいおうでんてつ,,東京都新宿区新宿３丁目１番２４号
7010601012155,京成電鉄株式会社,けいせいでんてつ,,千葉県市川市八幡３丁目３番１号
4090001009986,富士急行株式会社,ふじきゅうこう,,山梨県富士吉田市上吉田２丁目５番１号
6030001085016,秩父鉄道株式会社,ちちぶてつどう,,埼玉県熊谷市曙町１丁目１番地
7110001003728,新潟交通株式会社,にいがたこうつう,,新潟県新潟市中央区万代１丁目６番１号
9011001029597,東日本旅客鉄道株式会社,ひがしにほんりょかくてつどう,,東京都渋谷区代々木２丁目２番２号
1120001059675,西日本旅客鉄道株式会社,にしにほんりょかくてつどう,,大阪府大阪市北区芝田２丁目４番２４号
3180001031569,東海旅客鉄道株式会社,とうかいりょかくてつどう,,愛知県名古屋市中村区名駅１丁目１番４号
5013301022087,株式会社西武ホールディングス,せいぶほーるでぃんぐす,,東京都豊島区南池袋１丁目１６番１５号
5120001079182,鴻池運輸株式会社,こうのいけうんゆ,,大阪府大阪市中央区伏見町４丁目３番９号
4020001079978,株式会社ゼロ,ぜろ,,神奈川県川崎市幸区堀川町５８０番地ソリッドスクエア西館
3120001077535,株式会社ヒガシトゥエンティワン,ひがしとぅえんてぃわん,,大阪府大阪市中央区内久宝寺町３丁目１番９号
4290001009413,西日本鉄道株式会社,にしにっぽんてつどう,"Nishi-Nippon Railroad Co., Ltd.",福岡県福岡市博多区博多駅前３丁目５番７号
9240001009470,広島電鉄株式会社,ひろしまでんてつ,,広島県広島市中区東千田町２丁目９番２９号
6040001057294,南総通運株式会社,なんそうつううん,,千葉県東金市東金５８２番地
9020001023915,東部ネットワーク株式会社,とうぶねっとわーく,,神奈川県横浜市神奈川区栄町２番地の９
1080401004368,株式会社ハマキョウレックス,はまきょうれっくす,,静岡県浜松市南区寺脇町１７０１番地の１
6120101002720,株式会社サカイ引越センター,さかいひっこしせんたー,,大阪府堺市堺区石津北町５６番地
6120001023131,近鉄グループホールディングス株式会社,きんてつぐるーぷほーるでぃんぐす,,大阪府大阪市天王寺区上本町６丁目１番５５号
2120901019851,阪急阪神ホールディングス株式会社,,,大阪府池田市栄町１番１号
6120001077499,南海電気鉄道株式会社,なんかいでんきてつどう,,大阪府大阪市中央区難波５丁目１番６０号
8120001149503,京阪ホールディングス株式会社,けいはんほーるでぃんぐす,,大阪府枚方市岡東町１７３番地の１
8140001015612,神戸電鉄株式会社,こうべでんてつ,,兵庫県神戸市兵庫区新開地１丁目３番２４号
8180001031837,名古屋鉄道株式会社,なごやてつどう,,愛知県名古屋市中村区名駅１丁目２番４号
6130001020672,京福電気鉄道株式会社,けいふくでんきてつどう,,京都府京都市中京区壬生賀陽御所町３番地の２０
3370801000134,センコン物流株式会社,せんこんぶつりゅう,,宮城県名取市下余田字中荷６７２番地の１
8140001016148,山陽電気鉄道株式会社,さんようでんきてつどう,,兵庫県神戸市長田区御屋敷通３丁目１番１号
9020001019401,株式会社アルプス物流,あるぷすぶつりゅう,,神奈川県横浜市港北区新羽町１７５６番地
8080401017124,遠州トラック株式会社,えんしゅうとらっく,,静岡県袋井市木原２２番地の１
5180001038918,トランコム株式会社,とらんこむ,,愛知県名古屋市東区葵１丁目１９番３０号
9010001014238,カンダホールディングス株式会社,かんだほーるでぃんぐす,,東京都千代田区神田三崎町３丁目２番４号
3010701007868,日本ロジテム株式会社,にほんろじてむ,,東京都品川区荏原１丁目１９番１７号
4260001001001,岡山県貨物運送株式会社,おかやまけんかもつうんそう,,岡山県岡山市北区清心町４番３１号
7010001034964,ヤマトホールディングス株式会社,やまとほーるでぃんぐす,,東京都中央区銀座２丁目１６番１０号
7290801005328,山九株式会社,さんきゅう,SANKYU INC.,福岡県北九州市門司区港町６番７号
2020001028235,株式会社日新,にっしん,,神奈川県横浜市中区尾上町６丁目８１番地
5010001141787,株式会社丸運,まるうん,,東京都中央区日本橋小網町７番２号
8020001028881,丸全昭和運輸株式会社,まるぜんしょうわうんゆ,,神奈川県横浜市中区南仲通２丁目１５番地
7120001059653,センコーグループホールディングス株式会社,せんこーぐるーぷほーるでぃんぐす,,東京都江東区潮見２丁目８番１０号
4230001010541,トナミホールディングス株式会社,となみほーるでぃんぐす,,富山県高岡市昭和町３丁目２番１２号
7010001035005,ニッコンホールディングス株式会社,にっこんほーるでぃんぐす,,東京都中央区明石町６番１７号
6010001040914,京極運輸商事株式会社,きょうごくうんゆしょうじ,,東京都中央区日本橋浜町１丁目２番１号
3010701012439,日本石油輸送株式会社,にほんせきゆゆそう,,東京都品川区大崎１丁目１１番１号
1240001032736,福山通運株式会社,ふくやまつううん,,広島県福山市東深津町４丁目２０番１号
3200001013795,セイノーホールディングス株式会社,せいのーほーるでぃんぐす,,岐阜県大垣市田口町１番地
2200001010785,株式会社エスライングループ本社,えすらいんぐるーぷほんしゃ,,岐阜県羽島郡岐南町平成４丁目６８番地
