日付,コード,銘柄名,33業種コード,17業種コード,規模コード,市場コード,法人番号,法人名,法人名ふりがな,法人名英語,本店所在地,設立,時価総額
20231031,5210,日本山村硝子,3400,3,7,S,1140001054947,日本山村硝子株式会社,にほんやまむらがらす,,兵庫県尼崎市西向島町１５番１,1955年（昭和30年）1月17日,14678
20231031,5212,不二硝子,3400,3,-,S,1010601015163,不二硝子株式会社,ふじがらす,,東京都墨田区文花２丁目１５番９号,1942年12月,3631
20231031,5214,日本電気硝子,3400,3,4,P,4160001001498,日本電気硝子株式会社,にっぽんでんきがらす,"Nippon Electric Glass Co., Ltd.",滋賀県大津市晴嵐２丁目７番１号,1949年12月1日,304939
20231031,5216,倉元製作所,3400,3,-,S,1370201003004,株式会社倉元製作所,くらもとせいさくしょ,,宮城県栗原市若柳武鎗字花水前１番地１,1980年8月29日,3146
20231031,5217,テクノクオーツ,3400,3,-,S,7011101033823,テクノクオーツ株式会社,てくのくおーつ,,東京都中野区本町１丁目３２番２号,1976年10月2日,18584
20231031,5218,オハラ,3400,3,7,S,4021001011600,株式会社オハラ,おはら,,神奈川県相模原市中央区小山１丁目１５番３０号,1941年（昭和16年）11月1日（有限会社小原光学硝子製造所）,32780
20231031,5232,住友大阪セメント,3400,3,4,P,5010001023779,住友大阪セメント株式会社,すみともおおさかせめんと,,東京都港区東新橋１丁目９番２号,1907年（明治40年）11月29日,124616
20231031,5233,太平洋セメント,3400,3,4,P,4010401082995,太平洋セメント株式会社,たいへいようせめんと,,東京都文京区小石川１丁目１番１号,1881年（明治14年）5月3日,338509
20231031,5237,ノザワ,3400,3,-,S,9140001010083,株式会社ノザワ,のざわ,,兵庫県神戸市中央区浪花町１５番地,1913年（大正2年）9月28日（日本石綿盤製造株式会社）,10252
20231031,5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,5250,10,-,G,3011101065465,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ株式会社,ものあいてくのろじー,,兵庫県神戸市中央区三宮町１丁目８番１号さんプラザ３階３４号室,,6162
20231031,5242,アイズ,5250,10,-,G,3011001051128,株式会社アイズ,あいず,,東京都渋谷区渋谷３丁目１２番２２号,,1778
20231031,5243,ｎｏｔｅ,5250,10,-,G,3011001071811,ｎｏｔｅ株式会社,のーと,,東京都千代田区麹町６丁目６番２号,2011年（平成23年）12月8日,8196
20231031,5244,ｊｉｇ．ｊｐ,5250,10,-,G,3011101042092,株式会社ｊｉｇ．ｊｐ,じぐじぇーぴー,,福井県鯖江市横越町第１０号３４番地１,2003年5月28日,14004
20231031,5246,ＥＬＥＭＥＮＴＳ,5250,10,-,G,4011001098069,株式会社ＥＬＥＭＥＮＴＳ,えれめんつ,,東京都千代田区大手町１丁目６－１大手町ビル,,8786
20231031,5247,ＢＴＭ,5250,10,-,G,4010701025456,株式会社ＢＴＭ,びーてぃーえむ,,東京都渋谷区渋谷２丁目１２番１９号東建インターナショナルビル別館５階,,3682
20231031,5248,テクノロジーズ,5250,10,-,G,3010901034654,株式会社テクノロジーズ,てくのろじーず,,東京都港区白金１丁目２７番６号,,8450
20231031,5250,プライム・ストラテジー,5250,10,-,S,2010401081974,プライム・ストラテジー株式会社,ぷらいむすとらてじー,,東京都千代田区内神田１丁目２番２号小川ビル１０階,,6192
20231031,5252,日本ナレッジ,5250,10,-,G,3010501010543,日本ナレッジ株式会社,にほんなれっじ,,東京都台東区寿３丁目１９番５号,,2204
20231031,5253,カバー,5250,10,-,G,4011001111450,カバー株式会社,かばー,,東京都港区三田３丁目５番１９号住友不動産東京三田ガーデンタワー,2016年6月13日,183373
20231031,5254,Ａｒｅｎｔ,5250,10,-,G,7080401018908,株式会社Ａｒｅｎｔ,あれんと,,東京都中央区八丁堀２丁目１０番７号,2012年7月2日,27709
20231031,5255,モンスターラボホールディングス,5250,10,-,G,3013201019037,株式会社モンスターラボホールディングス,もんすたーらぼほーるでぃんぐす,,東京都渋谷区広尾１丁目１番３９号恵比寿プライムスクエアタワー４Ｆ,2006年2月3日,10813
20231031,5256,Ｆｕｓｉｃ,5250,10,-,G,4290001023455,株式会社Ｆｕｓｉｃ,ふゅーじっく,,福岡県福岡市中央区天神４丁目１番７号第３明星ビル６Ｆ,,5820
20231031,5257,ノバシステム,5250,10,-,S,8120001046444,ノバシステム株式会社,のばしすてむ,,大阪府大阪市西区江戸堀１丁目３番１５号,,3307
20231031,5258,トランザクション・メディア・ネットワークス,5250,10,-,G,7010001115847,株式会社トランザクション・メディア・ネットワークス,とらんざくしょんめでぃあねっとわーくす,,東京都中央区日本橋２丁目１１番２号,,30648
20231031,5259,ＢＢＤイニシアティブ,5250,10,-,G,8010401173510,ＢＢＤイニシアティブ株式会社,びーびーでぃーいにしあてぃぶ,,東京都港区愛宕２丁目５番１号,,3197
20231031,5261,リソルホールディングス,9050,10,7,P,6011101020517,リソルホールディングス株式会社,りそるほーるでぃんぐす,,東京都新宿区西新宿６丁目２４番１号,1931年2月27日,30325
20231031,5262,日本ヒューム,3400,3,7,P,6010401023196,日本ヒューム株式会社,にっぽんひゅーむ,,東京都港区新橋５丁目３３番１１号,1925年（大正14年）10月20日,27381
20231031,5268,旭コンクリート工業,3400,3,-,S,5010001034751,旭コンクリート工業株式会社,あさひこんくりーとこうぎょう,,東京都中央区築地１丁目８番２号,,9303
20231031,5269,日本コンクリート工業,3400,3,7,P,8010401022551,日本コンクリート工業株式会社,にほんこんくりーとこうぎょう,,東京都港区芝浦４丁目６番１４号ＮＣ芝浦ビル,1948年（昭和23年）8月5日,18893
20231031,5271,トーヨーアサノ,3400,3,-,S,4080101001290,株式会社トーヨーアサノ,とーよーあさの,,静岡県沼津市原３１５番地の２,,2808
20231031,5273,三谷セキサン,3400,3,7,S,9210001004020,三谷セキサン株式会社,みたにせきさん,,福井県福井市豊島１丁目３番１号,1956年9月20日,109816
20231031,5277,スパンクリートコーポレーション,3400,3,-,S,9010001004016,株式会社スパンクリートコーポレーション,すぱんくりーとこーぽれーしょん,,東京都文京区本郷２丁目４０番８号,,2669
20231031,5279,日本興業,3400,3,-,S,3470001011236,日本興業株式会社,にほんこうぎょう,,香川県さぬき市志度４６１４番地１３,1956年（昭和31年）8月10日,2405
20231031,5280,ヨシコン,8050,17,-,S,1080001010527,ヨシコン株式会社,よしこん,,静岡県静岡市葵区常磐町１丁目４番地の１２,1969年1月13日,9765
20231031,5282,ジオスター,3400,3,-,S,2010001083727,ジオスター株式会社,,,東京都文京区小石川１丁目４番１号,1970年（昭和45年）3月,9301
20231031,5283,高見澤,6050,13,-,S,9100001001879,株式会社高見澤,たかみさわ,,長野県長野市大字鶴賀字苗間平１６０５番地１４,1951年3月29日,4948
20231031,5284,ヤマウホールディングス,3400,3,-,S,6290001010856,ヤマウホールディングス株式会社,やまうほーるでぃんぐす,,福岡県福岡市中央区舞鶴３丁目２番１号,1968年2月16日（創業は1953年10月）,11054
20231031,5285,ヤマックス,3400,3,-,S,5330001004739,株式会社ヤマックス,やまっくす,,熊本県熊本市中央区水前寺３丁目９番５号,1963年10月10日,11951
20231031,5287,イトーヨーギョー,3400,3,-,S,3140001003027,株式会社イトーヨーギョー,いとーよーぎょー,,兵庫県神戸市中央区中山手通５丁目１番３号,1950年（昭和25年）12月25日（株式会社伊藤商店）,2134
20231031,5288,アジアパイルホールディングス,3400,3,7,P,2010001119497,アジアパイルホールディングス株式会社,あじあぱいるほーるでぃんぐす,,東京都中央区日本橋箱崎町３６番２号,,26701
20231031,5290,ベルテクスコーポレーション,3400,3,-,S,4010001195330,株式会社ベルテクスコーポレーション,べるてくすこーぽれーしょん,,東京都千代田区麹町５丁目７番地２,2018年10月1日,45677
20231031,5301,東海カーボン,3400,3,4,P,6010401020094,東海カーボン株式会社,とうかいかーぼん,,東京都港区北青山１丁目２番３号,1918年4月8日,253173
20231031,5302,日本カーボン,3400,3,6,P,9010001035011,日本カーボン株式会社,にっぽんかーぼん,,東京都中央区八丁堀１丁目１０番７号,1915年12月20日,55258
20231031,5304,ＳＥＣカーボン,3400,3,-,S,9140001047877,ＳＥＣカーボン株式会社,えすいーしーかーぼん,,兵庫県尼崎市潮江１丁目２番６号,1934年（昭和9年）10月23日,51281
20231031,5310,東洋炭素,3400,3,6,P,1120001050238,東洋炭素株式会社,とうようたんそ,,大阪府大阪市西淀川区竹島５丁目７番１２号,1947年（昭和22年）7月31日,92472
20231031,5331,ノリタケカンパニーリミテド,3400,3,6,P,4180001026725,株式会社ノリタケカンパニーリミテド,のりたけかんぱにーりみてど,"NORITAKE CO., LIMITED",愛知県名古屋市西区則武新町３丁目１番３６号,1904年（明治37年）7月10日（日本陶器合名会社）,100338
20231031,5332,ＴＯＴＯ,3400,3,4,P,1290801002603,ＴＯＴＯ株式会社,とーとー,,福岡県北九州市小倉北区中島２丁目１番１号,1917年（大正6年）5月15日（東洋陶器株式会社）,681024
20231031,5333,日本碍子,3400,3,4,P,3180001010829,日本碍子株式会社,にほんがいし,,愛知県名古屋市瑞穂区須田町２番５６号,1919年（大正8年）5月5日（創業：1905年（明治38年））,560275
20231031,5334,日本特殊陶業,3400,3,4,P,3180001010845,日本特殊陶業株式会社,にっぽんとくしゅとうぎょう,,愛知県名古屋市東区東桜１丁目１番１号,1936年（昭和11年）10月26日,701138
20231031,5337,ダントーホールディングス,3400,3,7,S,9140001085662,ダントーホールディングス株式会社,だんとーほーるでぃんぐす,,兵庫県南あわじ市北阿万伊賀野１２９０番地,1885年8月15日,31647
20231031,5341,ＡＳＡＨＩ　ＥＩＴＯホールディングス,3400,3,-,S,2120101021352,ＡＳＡＨＩ　ＥＩＴＯホールディングス株式会社,あさひえいとうほーるでぃんぐす,,大阪府大阪市中央区常盤町１丁目３番８号,1950年（昭和25年）12月20日創業は1716年（享保年間）,2627
20231031,5344,ＭＡＲＵＷＡ,3400,3,6,P,2180001079691,株式会社ＭＡＲＵＷＡ,まるわ,"MARUWA CO.,LTD.",愛知県尾張旭市南本地ケ原町３丁目８３番地,1973年（昭和48年）4月5日,364603
20231031,5351,品川リフラクトリーズ,3400,3,7,P,9010001008685,品川リフラクトリーズ株式会社,しながわりふらくとりーず,,東京都千代田区大手町２丁目２番１号,1903年（明治36年）6月25日,80763
20231031,5352,黒崎播磨,3400,3,6,P,3290801009910,黒崎播磨株式会社,くろさきはりま,KROSAKI HARIMA CORPORATION,福岡県北九州市八幡西区東浜町１番１号,1918年（大正7年）10月14日（黒崎窯業株式会社）,91054
20231031,5355,日本坩堝,3400,3,-,S,9011001018113,日本坩堝株式会社,にほんるつぼ,,東京都渋谷区恵比寿１丁目２１番３号,,3861
20231031,5357,ヨータイ,3400,3,7,P,8120101038845,株式会社ヨータイ,よーたい,,大阪府貝塚市二色中町８番１,1936年（昭和11年）8月1日,29797
20231031,5363,東京窯業,3400,3,7,S,2010001023781,東京窯業株式会社,とうきょうようぎょう,TYK CORPORATION,東京都港区港南２丁目１１番１号,1947年2月5日,18373
20231031,5367,ニッカトー,3400,3,7,S,8120101006505,株式会社ニッカトー,にっかとー,,大阪府堺市堺区遠里小野町３丁２番２４号,1913年6月,6881
20231031,5368,日本インシュレーション,3400,3,-,S,1120001040610,日本インシュレーション株式会社,にっぽんいんしゅれーしょん,,大阪府大阪市中央区南船場１丁目１８番１７号,1949年1月14日,7932
20231031,5380,新東,3400,3,-,S,9180301015778,新東株式会社,しんとう,,愛知県高浜市論地町４丁目７番地２,1963年（昭和38年）9月2日[1]（新東赤瓦株式会社）,1396
20231031,5381,Ｍｉｐｏｘ,3400,3,-,S,2012801002444,Ｍｉｐｏｘ株式会社,まいぽっくす,Mipox Corporation,栃木県鹿沼市さつき町１８番地,,7139
20231031,5384,フジミインコーポレーテッド,3400,3,6,P,7180001045697,株式会社フジミインコーポレーテッド,ふじみいんこーぽれーてっど,,愛知県清須市西枇杷島町地領２丁目１番地１,1953年（昭和28年）3月20日（不二見研磨材工業株式会社）,238373
