日付,コード,銘柄名,33業種コード,17業種コード,規模コード,市場コード,法人番号,法人名,法人名ふりがな,法人名英語,本店所在地,設立,時価総額
20231031,2667,イメージ　ワン,6050,13,-,S,9011101002149,株式会社イメージワン,いめーじわん,,東京都品川区大崎１丁目６番３号,,4483
20231031,2668,タビオ,6050,13,-,S,8120001020754,タビオ株式会社,たびお,,大阪府大阪市浪速区難波中２丁目１０番７０号なんばパークス内パークスタワー,1977年3月2日,7931
20231031,2669,カネ美食品,6100,14,-,S,1180001023411,カネ美食品株式会社,かねみしょくひん,,愛知県名古屋市緑区徳重３丁目１０７番地,1971年（昭和46年）3月29日,30800
20231031,2670,エービーシー・マート,6100,14,4,P,2011001033515,株式会社エービーシー・マート,えーびーしーまーと,,東京都渋谷区神南１丁目１１番５号,1985年6月6日（株式会社国際貿易商事）,592800
20231031,2673,夢みつけ隊,6100,14,-,S,8011101037559,夢みつけ隊株式会社,ゆめみつけたい,,東京都千代田区神田東松下町１７番地,,1150
20231031,2674,ハードオフコーポレーション,6100,14,7,P,6110001012853,株式会社ハードオフコーポレーション,はーどおふこーぽれーしょん,,新潟県新発田市新栄町３丁目１番１３号,1972年7月25日,20959
20231031,2676,高千穂交易,6050,13,7,P,7011101012356,高千穂交易株式会社,たかちほこうえき,,東京都新宿区四谷１丁目６番１号,1952年3月13日,33211
20231031,2678,アスクル,6100,14,6,P,5010601030357,アスクル株式会社,あすくる,,東京都江東区豊洲３丁目２番３号,1963年（昭和38年）11月2日（プラス工業株式会社）,208496
20231031,2681,ゲオホールディングス,6100,14,6,P,7180001074052,株式会社ゲオホールディングス,げおほーるでぃんぐす,,愛知県名古屋市中区富士見町８番８号,1989年（平成元年）1月10日,92413
20231031,2683,魚喜,6100,14,-,S,7021001002448,株式会社魚喜,うおき,,神奈川県藤沢市湘南台２丁目１０番地５,1968年10月22日（実質1985年4月11日）,2781
20231031,2685,アダストリア,6100,14,6,P,1050001002254,株式会社アダストリア,あだすとりあ,,茨城県水戸市泉町３丁目１番２７号,1953年10月22日,178608
20231031,2686,ジーフット,6100,14,7,S,1180001004741,株式会社ジーフット,じーふっと,,東京都中央区新川１丁目２３番５号,1971年10月18日（株式会社ツルヤ靴店）,12261
20231031,2687,シー・ヴイ・エス・ベイエリア,6100,14,7,S,6040001029566,株式会社シー・ヴイ・エス・ベイエリア,しーヴいえすべいえりあ,,千葉県市川市塩浜２丁目３３番１号,1981年（昭和56年）2月19日（シビルサービス株式会社）,3565
20231031,2689,オルバヘルスケアホールディングス,6050,13,7,S,7260001001915,オルバヘルスケアホールディングス株式会社,おるばへるすけあほーるでぃんぐす,,岡山県岡山市北区下石井１丁目１番３号,,11063
20231031,2692,伊藤忠食品,6050,13,7,P,2120001077362,伊藤忠食品株式会社,いとうちゅうしょくひん,,大阪府大阪市中央区城見２丁目２番２２号,1918年11月29日,89294
20231031,2693,ＹＫＴ,6050,13,-,S,6011001023677,ＹＫＴ株式会社,わいけいてぃ,,東京都渋谷区代々木５丁目７番５号,,3096
20231031,2694,焼肉坂井ホールディングス,6100,14,-,S,2370001010224,株式会社焼肉坂井ホールディングス,やきにくさかいほーるでぃんぐす,,愛知県名古屋市北区黒川本通２丁目４６番地,1959年（昭和34年）11月25日,17510
20231031,2695,くら寿司,6100,14,6,P,4120101002846,くら寿司株式会社,くらずし,,大阪府堺市中区深阪１丁２番２号,1995年（平成7年）11月1日（株式会社くらコーポレーション）（創業：1977年（昭和52年））,154835
20231031,2698,キャンドゥ,6100,14,7,S,6011101063012,株式会社キャンドゥ,きゃんどぅ,,東京都新宿区北新宿２丁目２１番１号,1993年12月3日[1][2],42563
20231031,2700,木徳神糧,6050,13,-,S,4010001040882,木徳神糧株式会社,きとくしんりょう,,東京都千代田区神田小川町２丁目８番地,1950年3月22日,9247
20231031,2702,日本マクドナルドホールディングス,6100,14,-,S,8011101029028,日本マクドナルドホールディングス株式会社,にほんまくどなるどほーるでぃんぐす,,東京都新宿区西新宿６丁目５番１号,1977年1月19日（株式会社タキレック）,842966
20231031,2705,大戸屋ホールディングス,6100,14,-,S,9012401020674,株式会社大戸屋ホールディングス,おおとやほーるでぃんぐす,,神奈川県横浜市西区北幸１丁目１番８号,1983年5月20日（1958年創業）,37274
20231031,2708,久世,6050,13,-,S,7013301002723,株式会社久世,くぜ,,東京都豊島区東池袋２丁目２９番７号,1950年1月23日,10307
20231031,2715,エレマテック,6050,13,7,P,2010401017012,エレマテック株式会社,えれまてっく,,東京都港区三田３丁目５番１９号,1947年（昭和22年）4月28日（高千穂電気株式会社）,72130
20231031,2721,ジェイホールディングス,6050,13,-,S,2010401083302,株式会社ジェイホールディングス,じぇいほーるでぃんぐす,,東京都港区麻布十番１丁目７番１１号,,1319
20231031,2722,ＩＫホールディングス,6100,14,7,S,1180001029144,株式会社ＩＫホールディングス,あいけいほーるでぃんぐす,,愛知県名古屋市中村区上米野町４丁目２０番地,1982年（昭和57年）5月1日[1]（アイケイ商事有限会社）,2841
20231031,2726,パルグループホールディングス,6100,14,6,P,1120001087503,株式会社パルグループホールディングス,ぱるぐるーぷほーるでぃんぐす,,大阪府大阪市中央区道修町３丁目６番１号,1973年10月27日,207484
20231031,2730,エディオン,6100,14,6,P,3240001041231,株式会社エディオン,えでぃおん,,広島県広島市中区紙屋町２丁目１番１８号,2002年（平成14年）3月29日,164536
20231031,2733,あらた,6050,13,6,P,5040001020385,株式会社あらた,あらた,,東京都江東区東陽６丁目３番２号,2002年4月1日,113761
20231031,2734,サーラコーポレーション,6100,14,7,P,3180301008069,株式会社サーラコーポレーション,さーらこーぽれーしょん,,愛知県豊橋市駅前大通１丁目５５番地サーラタワー,2002年5月1日,48804
20231031,2735,ワッツ,6100,14,7,S,4120001106103,株式会社ワッツ,わっつ,,大阪府大阪市中央区城見１丁目４番７０号住友生命ＯＢＰプラザビル,1995年（平成7年）2月22日,7881
20231031,2736,フェスタリアホールディングス,6100,14,-,S,6310001008798,フェスタリアホールディングス株式会社,ふぇすたりあほーるでぃんぐす,,東京都品川区西五反田７丁目２０番９号,1964年3月24日,1781
20231031,2737,トーメンデバイス,6050,13,7,P,4010001071688,株式会社トーメンデバイス,とーめんでばいす,,東京都中央区晴海１丁目８番１２号,1992年（平成4年）3月19日,34078
20231031,2742,ハローズ,6100,14,7,P,7240001031724,株式会社ハローズ,はろーず,,広島県福山市南蔵王町６丁目２６番７号,1958年（昭和33年）10月14日[1]（株式会社府中スーパーマーケット）,89231
20231031,2743,ピクセルカンパニーズ,6050,13,-,S,4010001026485,ピクセルカンパニーズ株式会社,ぴくせるかんぱにーず,,東京都港区虎ノ門４丁目１番４０号,,2921
20231031,2747,北雄ラッキー,6100,14,-,S,4430001015181,北雄ラッキー株式会社,ほくゆうらっきー,,北海道札幌市手稲区星置一条２丁目１番１号,1971年（昭和46年）4月3日（株式会社オレンジチェーン）[1],3901
20231031,2749,ＪＰホールディングス,9050,10,7,P,2180001043359,株式会社ＪＰホールディングス,じぇいぴーほーるでぃんぐす,,愛知県名古屋市東区葵３丁目１５番３１号,1993年3月31日（有限会社ジェイ・プランニング）,33910
20231031,2750,石光商事,6050,13,-,S,9140001003021,石光商事株式会社,いしみつしょうじ,,兵庫県神戸市灘区岩屋南町４番４０号,1951年,5928
20231031,2751,テンポスホールディングス,6050,13,-,S,5010801007634,株式会社テンポスホールディングス,,,東京都大田区東蒲田２丁目３０番１７号,1997年3月31日,40296
20231031,2752,フジオフードグループ本社,6100,14,6,P,2120001093715,株式会社フジオフードグループ本社,ふじおふーどぐるーぷほんしゃ,,大阪府大阪市北区菅原町２番１６号ＦＵＪＩＯＢＬＤＧ．,1999年（平成11年）11月11日,65740
20231031,2753,あみやき亭,6100,14,7,P,7180001073665,株式会社あみやき亭,あみやきてい,,愛知県春日井市如意申町５丁目１２番地の８,1995年（平成7年）6月22日,24998
20231031,2754,東葛ホールディングス,6100,14,-,S,9040001036824,株式会社東葛ホールディングス,とうかつほーるでぃんぐす,,千葉県松戸市小金きよしケ丘３丁目２１番地の１,,2149
20231031,2760,東京エレクトロン　デバイス,6050,13,6,P,4020001009043,東京エレクトロンデバイス株式会社,とうきょうえれくとろんでばいす,Tokyo Electron Device Limited,神奈川県横浜市神奈川区金港町１番地４,1986年（昭和61年）3月3日（テル管理サービス株式会社）,153706
20231031,2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,6100,14,-,S,8013301027281,株式会社ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,さんこうまーけてぃんぐふーず,,東京都中央区新川１丁目１０番１４号,1977年4月16日,4007
20231031,2763,エフティグループ,6050,13,-,S,7010001089380,株式会社エフティグループ,えふてぃぐるーぷ,,東京都中央区日本橋蛎殻町２丁目１３番６号,,37634
20231031,2764,ひらまつ,6100,14,7,S,9011001037410,株式会社ひらまつ,ひらまつ,,東京都渋谷区恵比寿４丁目１７番３号,1983年6月15日（有限会社ひらまつ亭、創業は1982年4月8日）,18685
20231031,2767,円谷フィールズホールディングス,6050,13,6,P,2011001042870,円谷フィールズホールディングス株式会社,つぶらやふぃーるずほーるでぃんぐす,,東京都渋谷区南平台町１６番１７号,1988年6月10日（株式会社東洋商事）,77728
20231031,2768,双日,6050,13,4,P,5010401049977,双日株式会社,そうじつ,,東京都千代田区内幸町２丁目１番１号,2003年4月1日,693675
20231031,2769,ヴィレッジヴァンガードコーポレーション,6100,14,-,S,7180001067799,株式会社ヴィレッジヴァンガードコーポレーション,ヴぃれっじヴぁんがーどこーぽれーしょん,,愛知県名古屋市名東区上社１丁目９０１番地,1998年（平成10年）5月13日,8876
20231031,2776,新都ホールディングス,6050,13,-,S,7010601010274,新都ホールディングス株式会社,しんとほーるでぃんぐす,,東京都豊島区北大塚３丁目３４番１号,1984年1月26日,2046
20231031,2778,パレモ・ホールディングス,6100,14,-,S,4180001086075,パレモ・ホールディングス株式会社,ぱれもほーるでぃんぐす,,愛知県名古屋市中村区名駅５丁目２７番１３号名駅錦橋ビル６Ｆ,,2290
20231031,2780,コメ兵ホールディングス,6100,14,-,S,2180001036008,株式会社コメ兵ホールディングス,こめひょうほーるでぃんぐす,,愛知県名古屋市中区大須３丁目２５番３１号,1979年（昭和54年）5月4日（株式会社米兵）,46266
20231031,2782,セリア,6100,14,-,S,4200001013662,株式会社セリア,せりあ,,岐阜県大垣市外渕２丁目３８番地,1987年10月20日,174356
20231031,2784,アルフレッサ　ホールディングス,6050,13,4,P,3010001084757,アルフレッサホールディングス株式会社,あるふれっさほーるでぃんぐす,,東京都千代田区大手町１丁目１番３号,2003年（平成15年）9月29日,489453
20231031,2788,アップルインターナショナル,6050,13,-,S,7190001014222,アップルインターナショナル株式会社,あっぷるいんたーなしょなる,,三重県四日市市日永２丁目３番３号,1996年1月12日,5600
20231031,2789,カルラ,6100,14,-,S,9370001017691,株式会社カルラ,かるら,,宮城県富谷市成田９丁目２番地９,1979年（昭和54年）10月23日,2782
20231031,2790,ナフコ,6100,14,-,S,7290801002705,株式会社ナフコ,なふこ,,福岡県北九州市小倉北区魚町２丁目６番１０号,1970年（昭和45年）8月19日[1],55518
