edinetCode,secCode,JCN,filerName,count
E01064,29270,3080001005054,株式会社ＡＦＣ－ＨＤアムスライフサイエンス,5
E36991,29610,8010801009041,日本調理機株式会社,5
E32717,,,尾上　徹,5
E36548,,,ＣＡＮＴＯＲ　ＦＩＴＺＧＥＲＡＬＤ　＆　ＣＯ．,5
E36532,41960,4011001046358,株式会社ネオマーケティング,5
E37252,,6210001000419,株式会社サスティナ,5
E01737,65010,7010001008844,株式会社日立製作所,5
E05624,21200,1010401091628,株式会社ＬＩＦＵＬＬ,5
E33382,41240,2120001149244,大阪油化工業株式会社,5
E05327,23530,8120001093305,日本駐車場開発株式会社,5
E33391,39930,5011101064787,株式会社ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,5
E26599,,,ビー・ピー・シー・イー・エス・エー,5
E34792,,,百目鬼　孝一,5
E34497,44240,4011001062405,株式会社Ａｍａｚｉａ,5
E38216,,,寺村　久義,5
E36697,49370,9010901023800,株式会社Ｗａｑｏｏ,5
E03343,76460,5210001007068,株式会社ＰＬＡＮＴ,5
E05292,23090,1010701011418,シミックホールディングス株式会社,5
E05174,88890,4010001078337,ＡＰＡＭＡＮ株式会社,5
E30537,36870,8010701023423,株式会社フィックスターズ,5
E36655,73760,4120001181633,ＢＣＣ株式会社,5
E05509,24530,9180001044664,ジャパンベストレスキューシステム株式会社,5
E31447,,,方　永義,5
E04179,90690,7120001059653,センコーグループホールディングス株式会社,5
E05101,47690,3010701001012,株式会社ＩＣ,5
E35993,73560,7010401090888,Ｒｅｔｔｙ株式会社,5
E22103,,9011101037005,株式会社Ｐｅｒｓｏｎｓ　Ｂｒｉｄｇｅ,5
E02865,75390,9011801005756,株式会社アイナボホールディングス,5
E08556,,,畔柳　誠,5
E35765,40570,9011601012325,株式会社インターファクトリー,5
E02922,26670,9011101002149,株式会社イメージワン,5
E04072,32450,2010001090418,株式会社ディア・ライフ,5
E27842,32880,5011001028165,株式会社オープンハウスグループ,5
E11348,,3010001028755,ベアリングス・ジャパン株式会社,5
E01075,81320,5010401013396,シナネンホールディングス株式会社,5
E00707,94700,7010701021114,株式会社学研ホールディングス,5
E34819,76760,4180001057902,株式会社グッドスピード,5
E36634,,,植島　幹九郎,4
E07251,,,井内　英夫,4
E30454,94140,5010001101469,日本ＢＳ放送株式会社,4
E01975,65940,9130001002387,日本電産株式会社,4
E38163,,3011001051128,株式会社アイズ,4
E33966,43840,9010401089631,ラクスル株式会社,4
E38043,,3011001071811,ｎｏｔｅ株式会社,4
E38168,,4100001004085,株式会社サンクゼール,4
E27652,,2010005020156,星野リゾート・リート投資法人,4
E12390,,,藤澤　信義,4
E09601,,3120001049641,株式会社笹興,4
E30689,,4010001158535,あおぞら投信株式会社,4
E03270,75130,2060001001667,株式会社コジマ,4
E03615,84110,9010001081419,株式会社みずほフィナンシャルグループ,4
E03481,30480,9013301010402,株式会社ビックカメラ,4
E38139,,5010001035717,株式会社アソインターナショナル,4
E36529,,,ＭＩＲＩ　Ｃａｐｉｔａｌ　Ｍａｎａｇｅｍｅｎｔ　ＬＬＣ,4
E04426,94340,9010401052465,ソフトバンク株式会社,4
E02529,80580,5010001008771,三菱商事株式会社,4
E06228,,9010001063235,大和証券株式会社,4
E04981,46680,5011101055381,株式会社明光ネットワークジャパン,4
E20003,,,ＮＯＭＵＲＡ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＰＬＣ,4
E00316,17200,9011001040166,東急建設株式会社,4
E30994,,8010001036852,いちよしアセットマネジメント株式会社,4
E03145,98500,2120001030585,株式会社グルメ杵屋,4
E00246,19970,7050001000351,暁飯島工業株式会社,4
E04911,96130,9010601021385,株式会社エヌ・ティ・ティ・データ,4
E38169,,4011001098069,株式会社ＥＬＥＭＥＮＴＳ,4
E05041,94490,6011001029526,ＧＭＯインターネットグループ株式会社,4
E00600,81270,3120001077584,ヤマトインターナショナル株式会社,4
E13591,,1010001076871,新生インベストメント・マネジメント株式会社,4
E31382,45920,6010601044067,サンバイオ株式会社,4
E03248,74530,5013301012443,株式会社　良品計画,4
E01690,62890,5490001000359,株式会社技研製作所,4
E00327,14070,9240001016913,株式会社ウエストホールディングス,4
E35488,70850,5070001005771,株式会社カーブスホールディングス,4
E37710,,1010401158229,Ｂｅ　Ｂｒａｖｅ株式会社,4
E35234,29990,5080001004715,ホームポジション株式会社,4
E24981,,8180001013562,ミソノサービス株式会社,4
E03531,83040,9010001016861,株式会社あおぞら銀行,4
E03669,85600,6350001001824,株式会社　宮崎太陽銀行,4
E00207,19300,6230001003007,北陸電気工事株式会社,4
E01031,79280,5180301015006,旭化学工業株式会社,4
E35591,,,大橋　健一,4
E02809,74470,5010001025214,ナガイレーベン株式会社,4
E37990,,,山内　規之,4
E23509,,6230001012379,大谷製鉄株式会社,4
E03240,74450,9050001016214,株式会社ライトオン,4
E03392,27360,6310001008798,フェスタリアホールディングス株式会社,4
E03391,27350,4120001106103,株式会社ワッツ,4
E38191,,4010701025456,株式会社ＢＴＭ,4
E38200,,1120001170275,株式会社スマサポ,4
E11998,,,阿部　幸広,4
E31741,14340,1011101008616,ＪＥＳＣＯホールディングス株式会社,4
E25443,31680,3230001012407,黒谷株式会社,4
E33364,39910,9011001066673,ウォンテッドリー株式会社,4
E36860,65220,3120001164267,株式会社アスタリスク,4
E02478,61590,1390001001841,ミクロン精密株式会社,4
E38082,,7010801019529,スカイマーク株式会社,4
E05083,47600,6260001000380,株式会社アルファ,4
E31968,35360,3480001009568,アクサスホールディングス株式会社,4
E04751,21570,7070001003674,株式会社コシダカホールディングス,4
E01465,62640,2340001011885,株式会社マルマエ,4
E38148,93360,6120101041611,大栄環境株式会社,4
E35773,73510,6010501033839,株式会社グッドパッチ,4
E31743,70650,5250001003039,ユーピーアール株式会社,4
E26300,,4010405010036,ケネディクス・レジデンシャル・ネクスト投資法人,4
E03044,82540,3020001074170,株式会社さいか屋,4
E36801,92410,7040001019632,株式会社フューチャーリンクネットワーク,4
E34729,44390,2190001015679,株式会社東名,4
E02513,80310,1010001008767,三井物産株式会社,4
E32991,35600,1010401048826,株式会社ほぼ日,4
E35767,73520,2011001096974,株式会社Ｂｒａｎｄｉｎｇ　Ｅｎｇｉｎｅｅｒ,4
E37939,51270,5011101043683,株式会社グッピーズ,4
E33237,39870,6430001034659,エコモット株式会社,4
E30999,60250,9120901014607,日本ＰＣサービス株式会社,4
E05630,38230,7013201013779,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ株式会社,4
E34238,70350,7011001102001,ａｎｄ　ｆａｃｔｏｒｙ株式会社,4
E03223,99790,2010801006663,株式会社大庄,4
E34837,,6010001167617,株式会社ＪＥＲＡ,4
E26732,,,クレディ・アグリコル・エス・エー,4
E02493,34400,1290001018169,日創プロニティ株式会社,4
E02238,72190,7080101011279,株式会社エッチ・ケー・エス,4
E04013,89170,8140001052787,ファースト住建株式会社,4
E37201,,,林雅之,4
E31425,60480,3010401088283,株式会社デザインワン・ジャパン,4
E03271,75140,9200001004384,株式会社　ヒマラヤ,4
E37458,50260,3011001072652,株式会社トリプルアイズ,4
E37095,44120,3010001129272,株式会社サイエンスアーツ,4
E24753,78180,4011001032309,株式会社トランザクション,4
E33514,92640,5240001032096,ポエック株式会社,4
E05498,24490,7010401097578,株式会社プラップジャパン,4
E03614,83160,2010001081053,株式会社三井住友フィナンシャルグループ,4
E03000,30450,5120101042932,株式会社カワサキ,4
E03761,,7030001016837,むさし証券株式会社,4
E05584,24840,3120001089729,株式会社出前館,4
E30020,31890,4011001003243,株式会社ＡＮＡＰ,4
E30637,,,ＵＢＳ（Ｌｕｘ）エクイティ・シキャブ,4
E01734,62550,9011501005718,株式会社エヌ・ピー・シー,4
E05042,47280,2130001030304,株式会社トーセ,4
E36648,73730,6013301031269,株式会社アイドマ・ホールディングス,4
E03221,99780,8020001066972,株式会社文教堂グループホールディングス,4
E31052,94180,3011001067132,株式会社ＵＳＥＮ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,4
E00617,36070,9130001000639,株式会社クラウディアホールディングス,4
E27078,,,日興ＡＭグローバル・ケイマン・リミテッド,4
E34538,44330,6013301043545,株式会社ヒト・コミュニケーションズ・ホールディングス,4
E32351,35410,5170001006371,株式会社農業総合研究所,4
E33677,,,株式会社秀一,4
E04059,32280,4011301002770,株式会社三栄建築設計,4
E04111,90860,1010601022399,株式会社日立物流,4
E04999,47040,9011001030704,トレンドマイクロ株式会社,4
E22461,36340,8011001061907,株式会社ソケッツ,4
E34545,44230,8010401123151,アルテリア・ネットワークス株式会社,4
E37132,,,井村俊哉,4
E05254,43340,6120101007645,株式会社ユークス,4
E35223,,6010401144827,グロース・キャピタル株式会社,4
E00014,13320,1010001016860,株式会社ニッスイ,4
E35660,,,青木　勇,4
E38288,,,ＢＢＤイニシアティブ株式会社,4
E02124,70040,3120001031541,日立造船株式会社,4
E00659,39410,1120001036880,レンゴー株式会社,4
E38291,,,塩井　スマ,4
E02923,26680,8120001020754,タビオ株式会社,4
E31552,,,中島　諒子,4
E07098,,2011301006633,株式会社マサトヨ,4
E34106,,6120001051124,株式会社ジェンス,4
E00811,41140,9120001077620,株式会社日本触媒,4
E02488,62570,6120001099576,株式会社藤商事,4
E34557,44790,5011001094810,株式会社マクアケ,4
E31060,39030,8011101056625,株式会社ｇｕｍｉ,4
E05072,47510,4011001034156,株式会社サイバーエージェント,4
E08246,,,大村浩次,4
E26061,49770,2120001039437,新田ゼラチン株式会社,4
E34275,,,秋山　龍作,4
E01183,79790,6130001009674,株式会社松風,4
E33880,43820,7010401081739,ＨＥＲＯＺ株式会社,4
E33282,92620,7010901028669,株式会社シルバーライフ,4
E33968,,,ゴーディアン・キャピタル・シンガポール・プライベート・リミテッド,4
E30699,31930,9120001011711,株式会社鳥貴族ホールディングス,4
E05713,38560,9010501023597,Ａｂａｌａｎｃｅ株式会社,4
E36046,49340,2010401085273,プレミアアンチエイジング株式会社,4
E31754,39200,6010001080514,アイビーシー株式会社,4
E33910,14440,3010901009251,株式会社ニッソウ,4
E32400,61940,6010401060842,株式会社アトラエ,4
E35089,70690,2011001046938,株式会社サイバー・バズ,4
E00422,25510,9180301001869,マルサンアイ株式会社,4
E05351,23700,1020001039274,株式会社メディネット,4
E33633,65660,7013301003168,株式会社要興業,4
E04024,89270,1013201016399,株式会社明豊エンタープライズ,4
E04275,92330,6011101000700,アジア航測株式会社,4
E31398,,,ブラックロック・グローバル・ファンズ,4
E30650,60950,8011001073431,メドピア株式会社,4
E05360,37230,2012801004044,日本ファルコム株式会社,4
E01676,62770,2120001151786,ホソカワミクロン株式会社,4
E36117,,7010003026448,合同会社エメラルド,4
E31448,60460,1010001143952,株式会社リンクバル,4
E03173,98230,5030001071058,株式会社マミーマート,4
E36420,73610,8010001178760,株式会社ヒューマンクリエイションホールディングス,4
E02346,66770,4130001023818,株式会社エスケーエレクトロニクス,4
E03437,33280,5010701020605,ＢＥＥＮＯＳ株式会社,4
E05414,48090,8010401043696,パラカ株式会社,4
E04925,97950,7021001001169,株式会社ステップ,4
E02494,42430,2020001028152,株式会社ニックス,4
E01236,56090,8020001074100,日本鋳造株式会社,4
E04807,97460,5060001002844,株式会社　ＴＫＣ,4
E32495,62000,5010001080795,株式会社インソース,4
E05288,23040,2010001072812,株式会社ＣＳＳホールディングス,4
E05794,,,テキサス・インスツルメンツ・インコーポレイテッド,4
E01682,62840,7100001008315,日精エー・エス・ビー機械株式会社,4
E05280,87980,9120001073842,株式会社アドバンスクリエイト,4
E04047,32540,8120001086639,株式会社プレサンスコーポレーション,4
E35632,44990,5010401084611,株式会社Ｓｐｅｅｅ,4
E05243,43270,5011201004057,日本エス・エイチ・エル株式会社,4
E30126,14290,4020001061696,株式会社日本アクア,4
E05476,37690,6011001005411,ＧＭＯペイメントゲートウェイ株式会社,4
E34028,78000,1010001110663,株式会社アミファ,4
E03264,75050,6010001055706,扶桑電通株式会社,4
E35642,40510,5011001064508,ＧＭＯフィナンシャルゲート株式会社,4
E04038,89440,5010001031955,株式会社ランドビジネス,4
E04152,,1020001029440,横浜高速鉄道株式会社,4
E05233,43200,8430001003331,株式会社ＣＥホールディングス,4
E37742,95530,5011001052933,株式会社マイクロアド,4
E23465,78190,4010401097556,粧美堂株式会社,4
E02040,68770,9021001027278,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社,4
E00975,45540,5010001084045,富士製薬工業株式会社,4
E05073,47540,3370001005710,株式会社トスネット,4
E00495,29170,1120001034595,株式会社大森屋,4
E02810,74460,5420001009282,東北化学薬品株式会社,4
E00515,29260,5030001051126,株式会社　篠崎屋,4
E01997,77110,6050001023279,助川電気工業株式会社,4
E23492,36360,6010001030403,株式会社三菱総合研究所,4
E00276,17710,1290001028382,日本乾溜工業株式会社,4
E00299,17430,8340001001600,コーアツ工業株式会社,4
E34965,49310,5290001023017,新日本製薬株式会社,4
E32156,61890,1010001170889,株式会社グローバルキッズＣＯＭＰＡＮＹ,4
E37773,73860,8010001131604,ジャパンワランティサポート株式会社,4
E05206,42930,6011101024311,株式会社セプテーニ・ホールディングス,4
E31681,34610,6010001082675,株式会社パルマ,4
E34285,34960,9011001062508,株式会社アズーム,4
E36961,92440,8011301019084,株式会社デジタリフト,4
E37957,95620,5010001092774,ビジネスコーチ株式会社,4
E32603,39390,9010701012714,株式会社カナミックネットワーク,4
E36670,77920,8120001073372,株式会社コラントッテ,4
E31751,35560,8180001093877,リネットジャパングループ株式会社,4
E03259,74940,4020001007344,株式会社コナカ,4
E34455,76810,1120901010233,株式会社レオクラン,4
E01381,59210,1010401007286,川岸工業株式会社,4
E02971,33230,8010401085763,レカム株式会社,4
E37199,92580,6011501017170,株式会社ＣＳ－Ｃ,4
E01568,63160,5010001008788,株式会社丸山製作所,4
E34335,44210,3010401052264,株式会社ディ・アイ・システム,4
E31640,39180,2010701018957,ＰＣＩホールディングス株式会社,4
E34054,78060,6180001051390,株式会社ＭＴＧ,4
E33242,39890,2180001061708,シェアリングテクノロジー株式会社,4
E02548,31760,2010001017016,三洋貿易株式会社,4
E27877,36770,3010001003551,株式会社システム情報,4
E33272,65510,8010001107240,株式会社ツナググループ・ホールディングス,4
E32193,61980,2011101052670,株式会社キャリア,4
E03347,26520,4011201005139,株式会社まんだらけ,4
E01034,49580,2010001063068,長谷川香料株式会社,4
E35946,29870,5011101067559,株式会社タスキ,4
E34256,34950,2050001000950,香陵住販株式会社,4
