edinetCode,secCode,JCN,filerName,count
E36731,73790,4011001098218,株式会社サーキュレーション,2
E37333,50310,5010001145409,モイ株式会社,2
E36338,,1010401084739,オリックス銀行株式会社,2
E35144,29830,8180001060415,株式会社アールプランナー,2
E02909,47430,3010001022865,株式会社アイティフォー,2
E31657,,,平山　善一,2
E34657,70500,4011001031764,株式会社フロンティアインターナショナル,2
E32254,35390,1050001011577,株式会社ＪＭホールディングス,2
E36658,71260,8120001084238,グローバルスタイル株式会社,2
E00578,35240,3010401022044,日東製網株式会社,2
E02847,75000,1010401021428,西川計測株式会社,2
E05483,24380,7240001000407,株式会社アスカネット,2
E05705,38540,2120001034108,株式会社アイル,2
E03317,76140,5010401041686,株式会社オーエムツーネットワーク,2
E30138,,5260002008317,株式会社ＯＨＭＯＴＯホールディングス,2
E03454,33610,2020001021033,株式会社トーエル,2
E03279,75330,5290001017679,株式会社グリーンクロス,2
E02011,74350,5180001039239,株式会社ナ・デックス,2
E38290,,2140001026689,ウイングトワ株式会社,2
E05784,,,クレディ・スイス・グループＡＧ,2
E03326,76230,4020001020256,株式会社サンオータス,2
E05635,38160,1120901011371,株式会社大和コンピューター,2
E08448,,,﨑山　收,2
E02429,78950,7030001061800,中央化学株式会社,2
E05378,23910,5010401026654,株式会社プラネット,2
E00281,17660,1180001054828,東建コーポレーション株式会社,2
E02342,67780,2012801000217,株式会社アルチザネットワークス,2
E01060,49730,2011601007777,日本高純度化学株式会社,2
E35125,76820,5180001009159,株式会社浜木綿,2
E35611,70970,6010001185437,株式会社さくらさくプラス,2
E37595,29970,3260001012107,株式会社ストレージ王,2
E05204,42870,7010801005818,株式会社ジャストプランニング,2
E33235,39880,5180001110767,株式会社ＳＹＳホールディングス,2
E31902,39210,6020001009165,株式会社ネオジャパン,2
E34853,44460,6010701028399,株式会社Ｌｉｎｋ－Ｕ,2
E31386,31340,9021001033474,Ｈａｍｅｅ株式会社,2
E36711,92400,4010401054152,株式会社デリバリーコンサルティング,2
E37848,71100,6012401017913,株式会社クラシコム,2
E31248,60370,4010401065075,株式会社ファーストロジック,2
E02430,78990,8180001067476,ＭＩＣＳ化学株式会社,2
E04599,96320,3010001008699,スバル興業株式会社,2
E37358,42670,1010001084197,株式会社ライトワークス,2
E02452,64250,6010601025422,株式会社ユニバーサルエンターテインメント,2
E37987,51310,1010901029020,リンカーズ株式会社,2
E34643,44310,3120002064771,株式会社スマレジ,2
E37779,95560,6010401064612,ＩＮＴＬＯＯＰ株式会社,2
E34747,76740,9012401017051,株式会社ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,2
E00735,78500,8430001009031,総合商研株式会社,2
E00287,17580,7180001019940,太洋基礎工業株式会社,2
E32119,24240,5180001085084,株式会社ブラス,2
E36928,43730,5010401128558,シンプレクス・ホールディングス株式会社,2
E00715,79010,9290801005722,株式会社マツモト,2
E00239,18440,9011801002605,株式会社大盛工業,2
E04592,96360,1120001005118,株式会社きんえい,2
E35304,,3010001163354,農林中金バリューインベストメンツ株式会社,2
E31731,14330,7010601021305,ベステラ株式会社,2
E02065,67570,3120001061514,株式会社ＯＳＧコーポレーション,2
E01950,68570,9011601000379,株式会社アドバンテスト,2
E36484,41940,6011001132222,ビジョナル株式会社,2
E02967,33200,1180001025507,クロスプラス株式会社,2
E22016,34440,6010101000917,株式会社菊池製作所,2
E02121,34410,3020001020348,株式会社山王,2
E34999,45990,6120901018131,株式会社ステムリム,2
E33294,39950,1011001059701,株式会社ＳＫＩＹＡＫＩ,2
E00571,80130,3010501024502,株式会社ナイガイ,2
E04896,96270,1430001020787,株式会社アインホールディングス,2
E05484,37700,8011001048846,株式会社ザッパラス,2
E30909,,8120001022131,大阪印刷インキ製造株式会社,2
E03470,33990,9430001017223,株式会社丸千代山岡家,2
E03324,76210,6010101000462,株式会社うかい,2
E03436,33290,6010401083455,東和フードサービス株式会社,2
E05563,30310,8010001076972,株式会社ラクーンホールディングス,2
E03314,76040,5290001048435,株式会社　梅の花,2
E22605,,,秋元　利規,2
E01157,52620,6010401023196,日本ヒューム株式会社,2
E02016,68980,1270001000483,トミタ電機株式会社,2
E31408,60400,6010001097087,日本スキー場開発株式会社,2
E02490,43690,2090001008148,株式会社　トリケミカル研究所,2
E34114,44220,3010001125817,ＶＡＬＵＥＮＥＸ株式会社,2
E25165,31670,2080001017736,株式会社ＴＯＫＡＩホールディングス,2
E37573,50320,7011101080460,ＡＮＹＣＯＬＯＲ株式会社,2
E04023,89250,9011101006414,株式会社アルデプロ,2
E26095,31690,7013201019157,株式会社ミサワ,2
E36322,41750,7010401110126,株式会社ｃｏｌｙ,2
E33784,43800,8011101033863,株式会社Ｍマート,2
E33346,92630,8010401134850,株式会社ビジョナリーホールディングス,2
E34322,34970,2120001096841,株式会社ＬｅＴｅｃｈ,2
E31815,34180,1120001087528,株式会社バルニバービ,2
E02484,29290,5130001011549,株式会社ファーマフーズ,2
E37468,50790,4140001058111,株式会社ノバック,2
E35028,29780,3011001070524,株式会社ツクルバ,2
E35170,76830,2011001053257,株式会社ダブルエー,2
E33313,78100,1090001001062,株式会社クロスフォー,2
E04593,96370,2120001059617,オーエス株式会社,2
E05137,94440,3180001020233,株式会社トーシンホールディングス,2
E37419,77930,4030001059302,株式会社イメージ・マジック,2
E23926,,8011101050520,株式会社イーストアンドウエスト,2
E03274,75200,8012801001936,株式会社エコス,2
E21951,,9010001120408,株式会社商工組合中央金庫,2
E06005,,,欧州投資銀行,2
E07515,,,後藤　薫徳,2
E35285,,,簗島　亮次,2
E11701,,2010001120389,株式会社日本政策投資銀行,2
E02927,26760,7011101012356,高千穂交易株式会社,2
E02366,79760,6010701009457,三菱鉛筆株式会社,2
E00775,40620,6200001013231,イビデン株式会社,2
E38303,,,濱中　雄大,2
E32381,35440,6430001072213,サツドラホールディングス株式会社,2
E37725,58300,3500001024507,株式会社いよぎんホールディングス,2
E26204,,5120001037082,アイビーピー株式会社,2
E04224,23840,4010601013288,ＳＢＳホールディングス株式会社,2
E24859,,,山本　正信,2
E04390,,9310001001453,長崎放送株式会社,2
E22464,,9200001019820,株式会社岐阜中濃土地建物,2
E32901,,,桑原　豊,2
E33363,,,Ｎｉｐｐｏｎ　Ｏｐｐｏｒｔｕｎｉｔｙ　Ｍａｎａｇｅｍｅｎｔ　ＬＬＣ,2
E36832,,8060005000825,学校法人ティビィシィ学院,2
E05331,23150,7010701017566,株式会社ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,2
E38274,,8011101045256,ＮＨＮ　テコラス株式会社,2
E04273,92020,6010401050876,ＡＮＡホールディングス株式会社,2
E00808,41880,8010401059206,三菱ケミカルグループ株式会社,2
E03672,,7020001011062,株式会社神奈川銀行,2
E20029,,,松本　敬三郎,2
E38305,,,東京大元持株会　理事長　宮﨑雅晴,2
E27122,,,村井　雄司,2
E23518,,,矢吹　満,2
E38343,,,ＴＪ２０１５．ＦＵＮＤ　ＬＰ,2
E24747,,,ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ　（Ｎｏｍｕｒａ　Ｅｕｒｏｐｅ　Ｆｉｎａｎｃｅ　Ｎ．Ｖ．）,2
E23995,,,Ｊｏｈｏ　Ｃａｐｉｔａｌ，　Ｌ．Ｌ．Ｃ．,2
E22749,,8011001045050,志太ホールディングス株式会社,2
E26705,,7010601043423,ディー・ティー・ホールディングス株式会社,2
E05725,30920,4040001010503,株式会社ＺＯＺＯ,2
E08827,,,ダルトン・インベストメンツ・エルエルシー,2
E38344,,4010403015128,Ｇｌｏｂａｌ　Ｃａｔａｌｙｓｔ　Ｖｅｎｔｕｒｅ　Ｍａｎａｇｅｍｅｎｔ　Ｊａｐａｎ合同会社,2
E38179,,9010001230223,ＴＴＣホールディングス株式会社,2
E35317,,4011001103679,シリアルインキュベート株式会社,2
E30863,,8010701022466,ＪＡ三井リース株式会社,2
E10670,,2010001066608,シンプレクス・アセット・マネジメント株式会社,2
E34251,,,樋口　龍,2
E04411,,8290001005441,株式会社　テレビ西日本,2
E21708,,4100001016601,ユニオン投信株式会社,2
E14900,,,ＵＢＳファンド・マネジメント（ルクセンブルグ）エス・エイ,2
E00956,,7010001012986,大塚製薬株式会社,2
E00097,18130,4010001141053,株式会社不動テトラ,2
E35917,,,キャピタル・アールイー・エルエルシー,2
E04235,91010,7010001023785,日本郵船株式会社,2
E38327,,1010401016618,大東建託パートナーズ株式会社,2
E36992,,1010001081038,ＨＣアセットマネジメント株式会社,2
E03144,98430,5430001012905,株式会社ニトリホールディングス,2
E04788,85930,4010001049866,三菱ＨＣキャピタル株式会社,2
E32992,39810,3010401109114,株式会社ビーグリー,2
E08402,,,中井　清和,2
E03833,,3011001027739,あいおいニッセイ同和損害保険株式会社,2
E31744,,5010001076579,株式会社ＧＣＩアセット・マネジメント,2
E21970,,,ＵＴＩインターナショナル（シンガポール）・プライベート・リミテッド,2
E03842,,6010001024000,トーア再保険株式会社,2
E00487,29110,5100001022185,旭松食品株式会社,2
E14857,,,エスエムティー・ファンド・サービシーズ（アイルランド）リミテッド,2
E00187,97670,1011101015686,日建工学株式会社,2
E03824,,6010001008795,三井住友海上火災保険株式会社,2
E38266,,,福野　泰介,2
E38255,,,岸　周平,2
E03137,82270,6030001004272,株式会社しまむら,2
E27426,,2010901027584,株式会社ポートフォリア,2
E03287,75450,6140001060486,株式会社西松屋チェーン,2
E34542,,,クレディ・スイス・ファンド・マネジメント・エスエイ,2
E36751,92470,2010001221609,ＴＲＥホールディングス株式会社,2
E05685,,9010401077017,株式会社タケエイ,2
E22658,,8120001102627,グローバルリンクアドバイザーズ株式会社,2
E14924,,,ＭＵＦＧルクスマネジメントカンパニーＳ．Ａ．,2
E01253,54630,5120001047593,丸一鋼管株式会社,2
E33597,,,宮地　正剛,2
E02587,80720,6010001033273,日本出版貿易株式会社,2
E00147,18600,6010001034874,戸田建設株式会社,2
E36913,,9020001105597,アクアプレコン株式会社,2
E11422,,,新美　司,2
E38345,,,ＧＭＣＭ　ＶＥＮＴＵＲＥＳ　ＰＴＥ．　ＬＴＤ．,2
E32379,,,ジーエムシーエム・ベンチャー・キャピタル・パートーズ・ワン・インク,2
E03119,82170,2170001002092,株式会社オークワ,2
E04272,92010,7010701007666,日本航空株式会社,2
E00458,22880,3120901012046,丸大食品株式会社,2
E03439,33330,7120001006861,株式会社あさひ,2
E01677,62790,7120901009526,株式会社瑞光,2
E33576,,,フランクリン・テンプルトン・インベストメント・ファンズ,2
E03415,27780,4180001086075,パレモ・ホールディングス株式会社,2
E15791,,,ダイワ・アセット・マネジメント・サービシイズ・リミテッド（ケイマン）,2
E03081,82760,3160001008726,株式会社　平和堂,2
E14840,,,アリアンツ・グローバル・インベスターズ・ゲーエムベーハー,2
E32037,,,ＵＢＳ（Ｉｒｌ）ファンド・ソリューションズ・ピーエルシー,2
E01856,69050,7230001000928,コーセル株式会社,2
E34052,43880,8010001127602,株式会社エーアイ,1
E35640,,,達城　久裕,1
E01176,53410,2120101021352,アサヒ衛陶株式会社,1
E38230,,,ＬＥＥ　ＷＯ　ＩＮＶＥＳＴＭＥＮＴ　ＧＲＯＵＰ　ＬＩＭＩＴＥＤ,1
E04517,95330,2180001022387,東邦瓦斯株式会社,1
E02057,67860,5020001030519,株式会社ＲＶＨ,1
E07839,,,村山　義男,1
E38235,,3010005035153,一般社団法人村山財産管理,1
E33613,,,工藤智昭,1
E38240,,,ＲＳ　Ｃｏｍｐａｎｙ　Ｌｔｄ．,1
E30559,,,和佐見　勝,1
E38025,,,Ｒａｙｓ　Ｃｏｍｐａｎｙ（Ｈｏｎｇ　Ｋｏｎｇ）Ｌｉｍｉｔｅｄ,1
E03286,75440,5020001027135,株式会社スリーエフ,1
E34318,45980,6480001006521,ＤｅｌｔａーＦｌｙ　Ｐｈａｒｍａ株式会社,1
E37006,92530,1010001096077,スローガン株式会社,1
E04369,93810,3120001075217,株式会社エーアイテイー,1
E33891,,5120001187191,ＳＦプロパティマネジメント株式会社,1
E01865,68260,4013201005408,本多通信工業株式会社,1
E31536,,,川西　徹,1
E03565,83650,9230001011196,株式会社　富山銀行,1
E01993,69180,6012301000127,株式会社アバールデータ,1
E02958,27680,5010401049977,双日株式会社,1
E01607,64790,8100001007753,ミネベアミツミ株式会社,1
E04506,95080,4290001007004,九州電力株式会社,1
E32679,91420,6290001012621,九州旅客鉄道株式会社,1
E23808,,,アーチザン・インベストメンツ・ジーピー・エルエルシー,1
E34850,,,比木　武,1
E30060,,2011001016726,株式会社中島董商店,1
E00250,17990,4110001002922,第一建設工業株式会社,1
E04148,90210,1120001059675,西日本旅客鉄道株式会社,1
E32450,,1010005025065,三井不動産ロジスティクスパーク投資法人,1
E37894,,,ＢＣＰＥ　Ｂｒｏｎｚｅ　Ｃａｙｍａｎ，　Ｌ．Ｐ．,1
E33621,,2180001129827,Ｇｅｎｓ　Ｇｌｏｂａｌ株式会社,1
E33263,,9180002065899,株式会社光和,1
E01542,63610,1010801001748,株式会社荏原製作所,1
E27798,,1011001094327,株式会社ワイ,1
E33607,,,藪ノ　賢次,1
E35334,76860,2011501000964,株式会社カクヤスグループ,1
E30267,,,Ｃｏｒｎｗａｌｌ　Ｃａｐｉｔａｌ　Ｍａｎａｇｅｍｅｎｔ　ＬＰ,1
E03457,33720,8120001130719,株式会社関門海,1
E34245,,,Ｏｌｄ　Ｐｅａｋ　Ｇｒｏｕｐ　Ｌｔｄ．,1
E08939,,,スプラウスグローブインベストメントマネジメントリミテッド,1
E01317,59380,5010601004914,株式会社ＬＩＸＩＬ,1
E05712,21600,4011101053527,株式会社ジーエヌアイグループ,1
E27333,,,長谷川　和夫,1
E12170,,,マフューズ・インターナショナル・ファンズ,1
E38057,,2180302004092,株式会社ＩＡＴ,1
E34980,,,ビーアンドアイ・キャピタル・エイジー,1
E26596,36640,4010701024945,株式会社モブキャストホールディングス,1
E06369,,8010005007932,明治安田生命保険相互会社,1
E37828,,,ジュピター・ディープ・バリュー・パートナーズ・エルエルシー,1
E10390,,2010401077766,グローバル・ブレイン株式会社,1
E32721,,,永田浩一,1
E05625,21240,1010001019483,株式会社ジェイエイシーリクルートメント,1
E02652,80350,4010401020757,東京エレクトロン株式会社,1
E06241,,,アライアンス・バーンスタイン・エル・ピー,1
E37145,44190,8010001157847,株式会社Ｆｉｎａｔｅｘｔホールディングス,1
E32692,,1010001174683,第一生命保険株式会社,1
E08056,,,梅田　威男,1
E10292,,,バーガンディ・アセット・マネジメント・リミテッド,1
E02086,66760,6180001048602,株式会社メルコホールディングス,1
E04034,89380,7012801003743,グローム・ホールディングス株式会社,1
E06477,,5010001030858,ＢｏｆＡ証券株式会社,1
E04706,,7011101044374,株式会社　高滝リンクス倶楽部,1
E00024,57060,7010701011370,三井金属鉱業株式会社,1
E37692,,1120001216425,株式会社ＳＣＰ,1
E05928,,,エア・リキード・エス・エー（Ｌ’ＡＩＲ　ＬＩＱＵＩＤＥ　Ｓ．Ａ．）,1
E38055,,,細川　馨,1
E04092,90080,3011101005999,京王電鉄株式会社,1
E01532,63010,1010401010455,株式会社小松製作所,1
E38174,,,原田　恵吾,1
E05913,,,ジンマー・バイオメット・ホールディングス・インク,1
E32863,,,有本　隆浩,1
E35589,44960,7010001101896,株式会社コマースＯｎｅホールディングス,1
E11648,,,ラザード・アセット・マネージメント・エルエルシー,1
E31546,,,ＫＯＰＥＲＮＩＫ　ＧＬＯＢＡＬ　ＩＮＶＥＳＴＯＲＳ，　ＬＬＣ,1
E11432,,,清水　洋二,1
E03560,,7110001000007,株式会社第四北越銀行,1
E37498,,,ウィッシュボーンマネジメント　リミテッド・パートナーシップ,1
E01510,61550,6220001009228,高松機械工業株式会社,1
E38045,,,矢澤　俊一,1
E22357,,,横田　大輔,1
E31598,,,ＲＵＳＳＥＬＬ　ＩＮＶＥＳＴＭＥＮＴＳ　ＩＭＰＬＥＭＥＮＴＡＴＩＯＮ　ＳＥＲＶＩＣＥＳ，　ＬＬＣ,1
E35192,,,丸山　侑佑,1
E38156,,1010001140223,株式会社サイフューズ,1
E12046,,6010001058171,三田証券株式会社,1
E31276,39060,5011001045086,株式会社ＡＬＢＥＲＴ,1
E34223,,,ＢＦＡＭ　Ｐａｒｔｎｅｒｓ　（Ｈｏｎｇ　Ｋｏｎｇ）　Ｌｉｍｉｔｅｄ,1
E00987,45720,8140001022724,カルナバイオサイエンス株式会社,1
E36277,,,大西　泰平,1
E27066,60710,9010001107009,株式会社ＩＢＪ,1
E01726,62680,3010001142283,ナブテスコ株式会社,1
E38242,,1010401136556,ＪＣインベストメント株式会社,1
E05097,47650,9010401049949,モーニングスター株式会社,1
E08707,,9011001026405,モルガン・スタンレー・インベストメント・マネジメント株式会社,1
E04580,,3110001022475,株式会社コープビル,1
E05842,,,シスコ・システムズ・インク,1
E30744,,3010401073112,日本エンジェルズ・インベストメント株式会社,1
E37172,,,飯田　邦彦,1
E04588,96310,8011101014005,株式会社東急レクリエーション,1
E07076,,,木村重夫,1
E35706,,,木村勇斗,1
E02407,79500,8180001081246,日本デコラックス株式会社,1
E01073,50080,2020001073982,東亜石油株式会社,1
E27202,31810,8180001071932,株式会社買取王国,1
E38241,,4190001013350,株式会社諸戸ホールディングス,1
E02090,66700,9030001052005,株式会社ＭＣＪ,1
E00867,78860,8030001059463,ヤマト・インダストリー株式会社,1
E30291,,7010005021694,ヒューリックリート投資法人,1
E04230,90280,4020001079978,株式会社ゼロ,1
E13445,,4010405002909,オリックス不動産投資法人,1
E33577,65640,6080401005304,株式会社ミダックホールディングス,1
E37176,92110,7011101050802,株式会社エフ・コード,1
E26258,,,福岡靖介,1
E33877,,,磯崎　功典,1
E38232,,,堀口　英樹,1
E32854,45960,3011001108646,窪田製薬ホールディングス株式会社,1
E26966,32800,4250001005176,株式会社エストラスト,1
E04681,,3040001059863,株式会社房総カントリークラブ,1
E02994,33920,8011801015921,デリカフーズホールディングス株式会社,1
E31658,,9010001142187,昭和リース株式会社,1
E03302,,3012401007462,オリジン東秀株式会社,1
E32811,,6010001070226,グレイステクノロジー株式会社,1
E03584,,1260001006093,株式会社中国銀行,1
E03196,99420,3320001001417,株式会社ジョイフル,1
E33624,71990,8010001168159,プレミアグループ株式会社,1
E35535,50700,1011001067646,株式会社ドラフト,1
E00904,46350,8011501003045,東京インキ株式会社,1
E35099,,3010001160723,ＤＣＩパートナーズ株式会社,1
E09681,,,澤田　秀雄,1
E31543,,,メドトロニック・パブリック・リミテッド・カンパニー,1
E05550,24690,8010401025232,ヒビノ株式会社,1
E38015,,,西川　三郎,1
E36903,,,石原　紀彦,1
E05599,24890,7011101041652,株式会社アドウェイズ,1
E04614,,9080101005279,株式会社芦の湖カントリークラブ,1
E35610,73670,8011001112552,株式会社セルム,1
E06459,,2700150002748,ユービーエス・エイ・ジー（銀行）,1
E11048,,1080001002318,鈴与商事株式会社,1
E08801,,3290001024702,株式会社ウェルホールディングス,1
E04656,,7480001005076,鳴門ゴルフ株式会社,1
E38279,,3330001022453,株式会社松濤,1
E35943,,,グランサム、マヨ、ヴァン　オッテルロー　アンド　カンパニー　エルエルシー,1
E37107,,,Ｐａｒｓｉｆａｌ　Ｃａｐｉｔａｌ　Ｍａｎａｇｅｍｅｎｔ，　ＬＰ,1
E11189,,,水永　政志,1
E36690,,,三浦　陽平,1
E36346,,3010401151289,ＮＴＴ・ＴＣリース株式会社,1
E38142,,,山本　浩司,1
E01321,57570,7230001010051,株式会社ＣＫサンエツ,1
E33469,,1010001146146,三井住友トラスト・パナソニックファイナンス株式会社,1
E00428,26020,1010001034887,日清オイリオグループ株式会社,1
E01597,64610,8030001006457,日本ピストンリング株式会社,1
E38140,,,前田　佳宏,1
E38221,,3010001094871,ＪＡＩＣシードキャピタル株式会社,1
E04336,91930,7020001027926,東京汽船株式会社,1
E35631,29860,1010401153766,株式会社ＬＡホールディングス,1
E04399,94080,5110001004521,株式会社　新潟放送,1
E14079,,2290005003793,福岡リート投資法人,1
E32151,,6010001169910,ＪＰ投信株式会社,1
E00356,21090,1010001034929,ＤＭ三井製糖ホールディングス株式会社,1
E37700,,,布山　高士,1
E32969,,6010001082997,日本住宅ローン株式会社,1
E30965,,,グランジャー・ピーク・グローバル・アドバイザーズ・エルエルシー,1
E00920,45030,5010001034966,アステラス製薬株式会社,1
E26444,60620,5120001109492,株式会社チャーム・ケア・コーポレーション,1
E04677,,4240001040133,御調観光開発株式会社,1
E03462,33820,1010001095203,株式会社セブン＆アイ・ホールディングス,1
E31931,,1011105006979,野村不動産マスターファンド投資法人,1
E27884,,2010005021096,Ｏｎｅリート投資法人,1
E32042,,2010005024495,ラサールロジポート投資法人,1
E33350,,5010005025573,三菱地所物流リート投資法人,1
E34684,,7010005029390,サンケイリアルエステート投資法人,1
E34083,,6010405016072,タカラレーベン不動産投資法人,1
E00390,33460,3010001067927,２１ＬＡＤＹ株式会社,1
E01797,67940,8012801002521,フォスター電機株式会社,1
E05481,94250,2120001072917,日本テレホン株式会社,1
E36919,,,土井　悠之介,1
E32689,,,新野　良介,1
E27894,39090,2010401036607,株式会社ショーケース,1
E22222,,,福井　康人,1
E36920,,,伊藤　翔太,1
E02083,67210,3020001025396,ウインテスト株式会社,1
E01880,69230,2013201003041,スタンレー電気株式会社,1
E34110,,,マルチ・マネージャー・アクセスⅡ,1
E25766,,,クイーンズゲート・バンク・アンド・トラスト・カンパニー・リミテッド,1
E02438,59820,3010501014528,株式会社マルゼン,1
E15099,,,ＦＣインベストメント・リミテッド,1
E14404,,1010005009225,日本アコモデーションファンド投資法人,1
E02556,,3120001077411,小泉株式会社,1
E09507,,2011101038876,株式会社ベストライフ,1
E36397,,3011101046861,株式会社ベストライフホールディングス,1
E02045,68400,9010001101820,株式会社ＡＫＩＢＡホールディングス,1
E38193,,,鳥生格,1
E04608,,7010001058757,株式会社明治座,1
E30390,,,大原　茂,1
E34394,,,勝本　竜二,1
E35467,,1010401009869,ワイドフレンズ株式会社,1
E37991,,7010401098601,株式会社協栄情報,1
E38194,,,高橋和久,1
E05792,,,ドイツ銀行,1
E14832,,,インベスコ・ファンズ,1
E14109,,3010405006092,ケネディクス・オフィス投資法人,1
E04005,89090,3290001020676,株式会社シノケングループ,1
E03861,,3120001066364,ダイビル株式会社,1
E07284,,3010902024209,有限会社ハット企画,1
E23929,,8010701012938,株式会社旭興産,1
E32598,,,髙橋　伸彰,1
E35057,,3010005002343,学校法人駿河台学園,1
E34891,,9320001006914,株式会社ＪＴＣ,1
E01084,50190,9010001011318,出光興産株式会社,1
E35064,,3020001104596,株式会社ＪＫＭＴファイナンス,1
E35473,,,中谷　正和,1
E04675,,8330001009140,菊陽緑化興産株式会社,1
E33610,93880,9030001067804,株式会社パパネッツ,1
E35421,,,田中　敦史,1
E31121,,,元榮　太一郎,1
E06581,,9010401049321,株式会社メタルワン,1
E31574,31370,5011501004062,株式会社ファンデリー,1
E07859,,2010002013377,株式会社原島不動産,1
E04510,95130,6010001050764,電源開発株式会社,1
E21381,21800,1011001044042,株式会社サニーサイドアップグループ,1
E00728,94780,8011101028203,ＳＥホールディングス・アンド・インキュベーションズ株式会社,1
E01020,44100,9140001043348,ハリマ化成グループ株式会社,1
E03868,,9010001061271,株式会社東京建設会館,1
E38177,,3110005014799,公益財団法人　敦井奨学会,1
E04191,90720,7010001035005,ニッコンホールディングス株式会社,1
E21587,,,中村　義巳,1
E01966,69470,2020001008807,株式会社図研,1
E05096,47630,1010001101101,株式会社クリーク・アンド・リバー社,1
E38245,,,加藤　和弥,1
E00877,34070,5120001059606,旭化成株式会社,1
E05306,27490,2180001043359,株式会社ＪＰホールディングス,1
E00860,49550,4010401001187,アグロ　カネショウ株式会社,1
E03475,30280,7180001024676,株式会社アルペン,1
E04215,90510,3370801000134,センコン物流株式会社,1
E33553,39970,1010001085245,株式会社トレードワークス,1
E35415,,,中山　克成,1
E33819,34890,6013201013986,株式会社フェイスネットワーク,1
E04208,90580,5180001038918,トランコム株式会社,1
E38271,,,アクセンチュア　グローバル　ホールディングス　リミテッド,1
E02762,99410,5010001049188,太洋物産株式会社,1
E38287,,,立川　光昭,1
E34634,70490,7011001104435,株式会社識学,1
E35544,44940,6010001170604,バリオセキュア株式会社,1
E38272,,,アクセンチュア　ホールディングス　ビーブイ,1
E00693,79120,5011101012069,大日本印刷株式会社,1
E25680,,,セールスフォース・インク,1
E33426,66970,,テックポイント・インク（Ｔｅｃｈｐｏｉｎｔ，Ｉｎｃ．）,1
E38273,,,アクセンチュア　インターナショナル　ビーブイ,1
E14197,,1010005008854,大和証券オフィス投資法人,1
E12351,,,宮澤　栄一,1
E03280,75320,7013201016303,株式会社パン・パシフィック・インターナショナルホールディングス,1
E05239,43260,7010001101459,株式会社インテージホールディングス,1
E00970,45480,9010001048285,生化学工業株式会社,1
E35449,62310,9120001077892,木村工機株式会社,1
E36319,,9010401148783,ＲアンドＬホールディングス株式会社,1
E34851,73450,3020001046095,株式会社アイ・パートナーズフィナンシャル,1
E00059,18870,3010401022812,日本国土開発株式会社,1
E35096,44490,4011001073617,株式会社ギフティ,1
E25282,19090,2010701007860,日本ドライケミカル株式会社,1
E00175,18660,7100001000742,北野建設株式会社,1
E37806,,,ＧＷ＆Ｋ　ＩＮＶＥＳＴＭＥＮＴ　ＭＡＮＡＧＥＭＥＮＴ，ＬＬＣ,1
E37581,,,刀禰　真之介,1
E33863,34900,9030001073546,株式会社アズ企画設計,1
E30066,32930,1170001000122,アズマハウス株式会社,1
E03926,,5040001004289,鷹之台ゴルフ株式会社,1
E37549,,,陣　隆浩,1
E02128,70130,4010601031604,株式会社ＩＨＩ,1
E02104,37820,7180001046613,株式会社ディー・ディー・エス,1
E04777,97630,1010401028415,丸紅建材リース株式会社,1
E05556,33950,4260001004499,株式会社サンマルクホールディングス,1
E04523,95360,6290001014048,西部ガスホールディングス株式会社,1
E35567,,,ジュピター・アセット・マネジメント・リミテッド,1
E07572,,,疋田耕造,1
E21833,,7180001057833,株式会社アセットマネジメント,1
E23741,31310,2010001094897,シンデン・ハイテックス株式会社,1
E24289,,,金森　武,1
E38229,,1180001107247,株式会社ダイテックホールディング,1
E00563,35770,6180001031533,東海染工株式会社,1
E04509,95110,3360001008565,沖縄電力株式会社,1
E01644,72550,9080401001936,株式会社　桜井製作所,1
E23202,22700,8430001041570,雪印メグミルク株式会社,1
E00990,49110,1010001034813,株式会社資生堂,1
E33016,35590,9010001131479,株式会社ピーバンドットコム,1
E01061,42350,8010101002135,ウルトラファブリックス・ホールディングス株式会社,1
E04102,90410,6120001023131,近鉄グループホールディングス株式会社,1
E27087,,8010001149282,西澤管財株式会社,1
E05907,,,ルノー,1
E04933,97900,8210001002891,福井コンピュータホールディングス株式会社,1
E01740,65040,9020001071492,富士電機株式会社,1
E00885,44610,7130001017809,第一工業製薬株式会社,1
E05845,,,テルストラ・コーポレーション・リミテッド,1
E35749,,,ＯＫ　Ｈｏｌｄｉｎｇｓ　Ｃｏ．，　Ｌｔｄ．,1
E33254,65520,2010401106079,株式会社ＧａｍｅＷｉｔｈ,1
E02552,80120,4120001049021,長瀬産業株式会社,1
E02271,77310,5010001008763,株式会社ニコン,1
E35568,49320,4011201014503,株式会社アルマード,1
E05543,37790,4010401059201,ジェイ・エスコムホールディングス株式会社,1
E13756,,3010405003750,ユナイテッド・アーバン投資法人,1
E23634,21950,3010001129669,アミタホールディングス株式会社,1
E01645,64900,3120001059450,日本ピラー工業株式会社,1
E32246,,4150001010500,三和商事株式会社,1
E34294,70360,1011101066507,株式会社イーエムネットジャパン,1
E02368,,6010001032696,ＹＫＫ株式会社,1
E10081,,9122001018109,カネエム工業株式会社,1
E01207,53840,7180001045697,株式会社フジミインコーポレーテッド,1
E07754,,8011201002545,株式会社　整理回収機構,1
